ax,ay,az
0.07,-1.05,0.01
0.07,-1.06,0.03
0.06,-1.06,0.04
0.06,-1.06,0.07
0.06,-1.05,0.07
0.02,-1.05,0.04
-0.03,-1.05,-0.05
-0.21,-1.05,-0.67
-0.28,-1.19,-1.39
-0.04,-2.11,-4.0
-0.01,-2.42,-4.0
-0.38,-1.87,-4.0
-0.28,-1.52,-3.42
0.83,-0.69,-0.85
1.4,-0.21,0.5
1.97,0.3,2.48
2.01,0.39,3.15
1.8,0.28,3.5
1.57,0.13,3.33
1.33,-0.01,2.5
0.75,-0.46,1.93
0.45,-0.71,1.35
-0.0,-1.21,0.07
-0.16,-1.43,-0.57
-0.37,-1.66,-1.5
-0.47,-1.67,-1.6
-0.53,-1.47,-1.43
-0.49,-1.31,-1.26
-0.37,-1.0,-0.81
-0.31,-0.86,-0.57
-0.19,-0.67,-0.19
-0.14,-0.65,-0.08
-0.05,-0.68,0.04
-0.01,-0.71,0.04
0.05,-0.79,-0.01
0.04,-0.82,-0.02
0.03,-0.88,-0.04
0.02,-0.9,-0.05
-0.0,-0.97,-0.11
-0.01,-1.0,-0.14
-0.05,-1.05,-0.21
-0.07,-1.06,-0.23
-0.11,-1.05,-0.26
0.43,-0.91,0.32
0.43,-0.9,0.29
0.42,-0.91,0.27
0.41,-0.9,0.22
0.4,-0.89,0.2
0.36,-0.84,0.15
0.34,-0.83,0.12
0.34,-0.78,0.03
0.34,-0.76,-0.03
0.35,-0.72,-0.19
0.38,-0.69,-0.34
0.36,-0.68,-0.8
0.32,-0.65,-1.06
0.27,-0.54,-1.45
0.28,-0.5,-1.54
0.35,-0.39,-1.5
0.39,-0.28,-1.37
0.54,-0.21,-0.96
0.72,-0.33,-0.67
0.76,-0.57,0.29
0.95,-0.72,1.47
1.94,-0.94,4.0
2.59,-1.0,4.0
2.19,-1.4,4.0
1.58,-1.16,4.0
0.6,-0.66,1.97
0.59,-0.63,1.1
0.93,-0.49,-0.38
1.24,-0.35,-1.15
1.08,-0.37,-1.78
0.8,-0.47,-2.39
0.76,-0.5,-2.43
0.58,-0.48,-2.17
0.49,-0.46,-1.88
0.34,-0.37,-0.97
0.27,-0.25,-0.54
0.18,-0.32,0.24
0.23,-0.45,0.53
0.31,-0.63,0.87
0.35,-0.68,0.91
0.42,-0.76,0.79
0.44,-0.78,0.64
0.46,-0.81,0.29
0.47,-0.82,0.14
0.5,-0.87,-0.02
0.51,-0.86,-0.06
0.49,-0.8,-0.05
0.49,-0.76,-0.01
0.49,-0.77,0.16
0.52,-0.79,0.25
0.56,-0.82,0.38
0.52,-0.81,0.44
0.47,-0.85,0.42
0.47,-0.83,0.41
0.45,-0.82,0.39
0.44,-0.81,0.37
0.4,-0.78,0.29
