ax,ay,az
0.25,-0.59,0.74
0.26,-0.6,0.76
0.3,-0.63,0.79
0.31,-0.63,0.78
0.3,-0.64,0.75
0.29,-0.62,0.72
0.27,-0.62,0.7
0.27,-0.63,0.69
0.28,-0.64,0.69
0.24,-0.64,0.67
0.24,-0.63,0.69
0.22,-0.64,0.74
-1.12,0.08,-2.69
-1.1,0.05,-2.39
-0.8,0.03,-1.41
-0.63,-0.03,-0.95
-0.36,-0.24,-0.41
-0.29,-0.33,-0.28
-0.15,-0.47,-0.15
-0.1,-0.51,-0.14
-0.09,-0.53,-0.19
-0.11,-0.55,-0.26
-0.17,-0.49,-0.53
-0.2,-0.48,-0.66
-0.29,-0.47,-0.81
-0.33,-0.47,-0.85
-0.34,-0.49,-0.82
-0.35,-0.6,-0.82
-0.34,-0.66,-0.8
-0.34,-0.76,-0.7
-0.34,-0.77,-0.65
-0.31,-0.8,-0.54
-0.32,-0.83,-0.52
-0.33,-0.82,-0.57
-0.32,-0.82,-0.6
-0.34,-0.79,-0.67
-0.31,-0.8,-0.7
-0.31,-0.83,-0.66
-0.29,-0.82,-0.66
-0.27,-0.82,-0.61
-0.24,-0.83,-0.56
-0.21,-0.85,-0.56
-0.22,-0.84,-0.59
-0.21,-0.81,-0.63
-0.21,-0.78,-0.64
-0.19,-0.77,-0.61
-0.2,-0.79,-0.6
-0.17,-0.86,-0.63
-0.16,-0.88,-0.63
-0.17,-0.96,-0.6
-0.17,-0.97,-0.59
0.1,-1.08,-0.05
0.16,-1.07,-0.06
0.24,-1.14,-0.09
0.24,-1.24,-0.15
0.26,-1.46,-0.23
0.29,-1.55,-0.21
0.24,-1.63,-0.08
0.21,-1.56,-0.03
0.21,-1.38,0.08
0.21,-1.31,0.13
0.19,-1.19,0.19
0.18,-1.13,0.2
0.18,-1.07,0.22
0.19,-1.08,0.22
0.18,-1.11,0.2
0.17,-1.16,0.22
0.21,-1.25,0.26
0.21,-1.27,0.3
0.18,-1.27,0.39
0.18,-1.25,0.43
0.17,-1.23,0.47
0.18,-1.21,0.46
0.16,-1.16,0.42
0.15,-1.06,0.4
0.15,-1.03,0.39
0.14,-1.0,0.38
0.12,-0.97,0.37
0.1,-0.94,0.35
0.08,-0.93,0.33
0.07,-0.9,0.27
0.05,-0.88,0.25
0.05,-0.88,0.19
0.04,-0.88,0.16
0.02,-0.89,0.12
0.03,-0.91,0.09
-0.04,-1.03,-0.0
-0.12,-1.11,-0.18
-0.48,-1.3,-1.71
-0.71,-1.5,-3.76
1.09,-2.68,-4.0
1.3,-2.85,-4.0
2.22,-1.49,-1.28
2.68,-0.36,0.5
2.96,0.51,3.83
2.25,0.63,4.0
1.41,0.44,4.0
0.95,0.22,4.0
0.43,-0.35,3.64
0.26,-0.82,2.61
