ax,ay,az
0.42,-0.69,0.53
0.42,-0.7,0.53
0.42,-0.71,0.56
0.42,-0.71,0.58
0.4,-0.71,0.59
0.39,-0.72,0.58
0.39,-0.72,0.61
0.4,-0.72,0.62
0.39,-0.71,0.59
0.38,-0.7,0.56
0.37,-0.68,0.5
0.37,-0.66,0.47
0.36,-0.64,0.42
0.35,-0.63,0.4
0.37,-0.63,0.4
0.39,-0.64,0.42
0.44,-0.67,0.52
0.46,-0.68,0.57
0.46,-0.69,0.61
0.45,-0.71,0.61
0.43,-0.72,0.58
0.41,-0.72,0.56
0.39,-0.72,0.53
0.38,-0.72,0.52
0.39,-0.71,0.53
0.39,-0.71,0.54
0.4,-0.7,0.56
0.39,-0.69,0.55
0.39,-0.69,0.54
0.38,-0.69,0.52
0.38,-0.69,0.52
0.39,-0.7,0.51
0.39,-0.69,0.51
0.39,-0.68,0.53
0.38,-0.67,0.54
0.39,-0.67,0.57
0.39,-0.68,0.57
0.4,-0.71,0.57
0.41,-0.71,0.57
0.41,-0.7,0.57
0.4,-0.7,0.56
0.4,-0.69,0.54
0.39,-0.69,0.54
0.4,-0.69,0.53
0.4,-0.7,0.53
0.39,-0.69,0.54
0.39,-0.69,0.54
0.4,-0.69,0.54
0.4,-0.7,0.55
0.4,-0.69,0.56
0.17,-0.88,0.32
0.22,-0.9,0.32
0.21,-0.89,0.29
0.2,-0.91,0.3
0.2,-0.91,0.31
0.22,-0.87,0.31
0.17,-0.89,0.32
0.22,-0.87,0.37
0.22,-0.91,0.38
0.24,-0.93,0.38
0.24,-0.94,0.37
0.2,-0.93,0.32
0.2,-0.91,0.31
0.18,-0.87,0.24
0.17,-0.85,0.18
0.19,-0.8,-0.03
0.19,-0.77,-0.17
0.23,-0.62,-0.49
0.25,-0.51,-0.7
0.23,-0.28,-1.26
0.23,-0.13,-1.58
0.04,0.12,-2.06
0.18,0.17,-2.08
0.61,0.05,-1.74
0.8,-0.0,-1.33
0.99,0.05,-0.19
1.05,-0.02,0.42
1.17,-0.87,2.19
1.76,-1.35,3.26
2.13,-1.75,4.0
1.79,-1.91,4.0
1.42,-1.5,4.0
0.73,-0.53,4.0
0.09,-0.23,3.45
-0.41,-0.17,1.69
-0.2,-0.22,1.28
0.16,-0.52,0.67
0.28,-0.65,0.38
0.43,-0.84,-0.02
0.47,-0.83,-0.13
0.52,-0.71,-0.47
0.41,-0.7,-0.67
0.3,-0.71,-0.9
0.25,-0.7,-0.89
0.16,-0.66,-0.76
0.14,-0.62,-0.66
0.12,-0.62,-0.32
0.1,-0.62,-0.09
0.22,-0.66,0.33
0.26,-0.75,0.49
