ax,ay,az
0.21,-0.12,-0.98
0.21,-0.12,-0.97
0.21,-0.12,-0.98
0.21,-0.12,-0.98
0.22,-0.13,-1.0
0.23,-0.14,-1.0
0.23,-0.14,-1.0
0.23,-0.14,-1.0
0.23,-0.14,-0.99
0.23,-0.14,-0.98
0.22,-0.13,-0.97
0.21,-0.12,-0.97
0.22,-0.13,-0.97
0.22,-0.13,-0.97
0.23,-0.14,-0.98
0.22,-0.14,-0.97
0.23,-0.13,-0.98
0.22,-0.13,-0.97
0.23,-0.13,-0.97
0.24,-0.14,-0.97
0.24,-0.14,-0.97
0.23,-0.15,-0.97
0.23,-0.14,-0.97
0.23,-0.13,-0.96
0.24,-0.14,-0.97
0.24,-0.14,-0.98
0.24,-0.14,-0.98
0.24,-0.14,-0.97
0.24,-0.14,-0.97
0.23,-0.15,-0.96
0.24,-0.16,-0.97
0.22,-0.15,-0.96
0.24,-0.15,-0.95
0.25,-0.16,-0.96
0.24,-0.16,-0.97
0.24,-0.17,-0.98
0.25,-0.18,-0.99
0.26,-0.18,-0.99
0.26,-0.18,-0.99
0.24,-0.16,-0.98
0.24,-0.15,-0.98
0.25,-0.17,-0.99
0.25,-0.18,-1.0
0.25,-0.17,-0.98
0.26,-0.17,-0.97
0.26,-0.16,-0.96
0.25,-0.16,-0.96
0.25,-0.15,-0.95
0.25,-0.16,-0.95
0.24,-0.16,-0.97
0.23,-0.16,-0.97
0.24,-0.17,-0.97
0.22,-0.17,-0.97
0.22,-0.16,-0.96
0.23,-0.16,-0.96
0.23,-0.17,-0.96
0.23,-0.17,-0.96
0.25,-0.18,-0.96
0.24,-0.18,-0.97
0.24,-0.17,-0.97
0.24,-0.16,-0.98
0.23,-0.16,-0.98
0.23,-0.15,-0.98
0.22,-0.15,-0.98
0.23,-0.15,-0.98
0.24,-0.16,-0.98
0.23,-0.17,-0.98
0.23,-0.18,-0.98
0.24,-0.19,-0.97
0.24,-0.19,-0.97
0.32,-0.19,-1.05
0.37,-0.17,-1.19
0.53,0.08,-1.79
0.61,0.25,-2.31
0.48,0.48,-3.25
0.36,0.5,-3.45
0.42,0.48,-3.05
0.52,0.4,-2.64
0.56,0.07,-1.59
0.61,-0.17,-0.83
0.67,-0.81,0.98
0.69,-1.1,1.79
0.52,-1.31,2.7
0.32,-1.29,2.66
0.21,-1.16,1.98
-0.1,-0.63,1.49
-0.12,-0.34,0.97
0.03,-0.06,-0.02
0.06,-0.0,-0.38
0.19,0.18,-1.01
0.2,0.19,-1.24
0.33,0.13,-1.69
0.37,0.11,-1.94
0.36,0.04,-2.43
0.34,-0.03,-2.58
0.3,-0.18,-2.55
0.29,-0.19,-2.36
0.18,-0.21,-1.77
0.18,-0.23,-1.46
0.16,-0.22,-1.0
