ax,ay,az
0.58,-0.95,0.2
0.58,-0.91,0.18
0.52,-0.81,0.12
0.48,-0.78,0.11
0.43,-0.72,0.1
0.41,-0.72,0.1
0.37,-0.72,0.08
0.36,-0.73,0.07
0.37,-0.78,0.07
0.37,-0.79,0.07
0.37,-0.83,0.07
0.37,-0.85,0.06
0.37,-0.88,0.06
0.38,-0.89,0.06
0.39,-0.9,0.05
0.4,-0.9,0.04
0.4,-0.9,0.02
0.41,-0.92,0.0
0.41,-0.94,-0.0
0.41,-0.96,0.0
0.42,-0.97,0.01
0.4,-0.95,0.03
0.39,-0.94,0.05
0.37,-0.91,0.07
0.36,-0.9,0.08
0.33,-0.88,0.08
0.32,-0.87,0.08
0.32,-0.87,0.06
0.32,-0.88,0.05
0.32,-0.91,0.04
0.32,-0.91,0.03
0.32,-0.93,0.04
0.33,-0.93,0.04
0.34,-0.95,0.06
0.35,-0.96,0.07
0.35,-0.96,0.06
0.36,-0.97,0.06
0.37,-0.98,0.06
0.37,-0.98,0.06
0.37,-0.97,0.07
0.37,-0.96,0.07
0.36,-0.93,0.08
0.35,-0.91,0.08
0.35,-0.89,0.06
0.35,-0.89,0.04
0.35,-0.89,0.02
0.36,-0.9,0.02
0.37,-0.91,0.02
0.37,-0.91,0.03
0.37,-0.9,0.03
0.37,-0.9,0.06
0.37,-0.9,0.07
0.38,-0.9,0.07
0.38,-0.9,0.06
0.38,-0.91,0.04
0.38,-0.93,0.03
0.38,-0.93,0.03
0.38,-0.93,0.03
0.37,-0.91,0.05
0.36,-0.91,0.05
0.37,-0.91,0.06
0.37,-0.91,0.05
0.37,-0.91,0.05
0.38,-0.92,0.05
0.38,-0.92,0.05
0.39,-0.91,0.05
0.57,-0.86,0.04
0.81,-0.81,0.01
1.2,-0.94,-0.01
1.33,-1.14,0.08
1.18,-1.36,0.23
1.02,-1.3,0.31
0.59,-0.97,0.27
0.33,-0.81,0.19
-0.23,-0.59,-0.05
-0.43,-0.56,-0.14
-0.54,-0.67,-0.22
-0.49,-0.77,-0.22
-0.46,-0.88,-0.22
-0.39,-0.94,-0.22
-0.31,-0.97,-0.2
-0.08,-1.05,-0.1
0.08,-1.08,0.0
0.35,-1.08,0.22
0.43,-1.04,0.31
0.55,-1.0,0.37
0.57,-1.0,0.35
0.54,-1.0,0.26
0.55,-0.99,0.22
0.53,-0.95,0.15
0.52,-0.92,0.12
0.47,-0.9,0.08
0.44,-0.88,0.07
0.41,-0.86,0.09
0.4,-0.85,0.1
0.39,-0.83,0.12
0.37,-0.82,0.12
0.35,-0.81,0.11
0.34,-0.81,0.1
0.34,-0.83,0.09
