ax,ay,az
-0.13,-0.98,0.05
-0.12,-1.02,0.01
-0.14,-1.07,-0.04
-0.16,-1.09,-0.05
-0.14,-1.13,-0.14
-0.16,-1.14,-0.17
-0.2,-1.13,-0.18
-0.23,-1.09,-0.17
-0.24,-1.07,-0.16
-0.27,-1.01,-0.16
-0.28,-0.97,-0.16
-0.3,-0.9,-0.18
-0.28,-0.89,-0.21
-0.25,-0.88,-0.24
-0.25,-0.87,-0.26
-0.23,-0.88,-0.27
-0.22,-0.9,-0.25
-0.2,-1.0,-0.18
-0.22,-1.03,-0.16
-0.2,-1.07,-0.19
-0.2,-1.08,-0.21
-0.18,-1.01,-0.32
-0.15,-0.95,-0.39
-0.15,-0.86,-0.47
-0.15,-0.89,-0.47
-0.18,-0.96,-0.47
-0.18,-0.92,-0.45
-0.19,-0.75,-0.61
-0.13,-0.69,-0.7
-0.14,-0.63,-0.82
-0.16,-0.63,-0.84
-0.18,-0.59,-0.84
-0.19,-0.52,-0.84
-0.23,-0.43,-0.81
-0.26,-0.39,-0.81
-0.31,-0.34,-0.78
-0.28,-0.34,-0.77
-0.26,-0.36,-0.78
-0.23,-0.37,-0.78
-0.18,-0.37,-0.8
-0.09,-0.29,-0.85
-0.04,-0.23,-0.88
0.1,-0.11,-1.01
0.16,-0.05,-1.04
0.28,0.01,-1.29
0.36,0.07,-1.44
0.48,0.12,-1.51
0.49,0.11,-1.46
0.39,0.03,-1.23
0.34,-0.0,-1.14
0.29,-0.04,-0.98
0.26,-0.04,-0.95
0.22,-0.0,-0.93
0.21,0.01,-0.93
0.23,0.01,-0.96
0.22,0.01,-0.94
0.22,-0.02,-0.92
0.22,-0.04,-0.91
0.19,-0.04,-0.88
0.18,-0.03,-0.87
0.16,-0.04,-0.87
0.16,-0.05,-0.89
0.18,-0.05,-0.94
0.17,-0.05,-0.96
0.15,-0.03,-0.97
0.14,-0.03,-0.95
0.1,-0.03,-0.95
0.08,-0.04,-0.95
0.07,-0.04,-0.97
0.04,-0.03,-0.97
0.02,-0.04,-0.98
0.0,-0.04,-1.0
-0.0,-0.04,-1.0
-0.03,-0.05,-1.01
-0.04,-0.04,-1.01
-0.04,-0.02,-1.01
-0.02,-0.02,-1.02
0.04,-0.03,-1.03
0.08,-0.02,-1.03
0.22,0.01,-1.0
0.33,0.02,-0.98
0.79,0.09,-0.91
1.15,0.12,-0.85
2.46,0.09,-0.77
3.43,-0.05,-0.78
4.0,-0.33,-1.37
4.0,-0.46,-1.68
2.98,-0.68,-1.28
2.03,-0.8,-0.78
-1.03,-0.39,0.43
-3.07,0.15,0.72
-4.0,0.86,-0.05
-3.59,0.86,-0.77
-2.81,0.15,-1.99
-2.44,-0.4,-2.07
-1.82,-1.03,-1.23
-1.77,-0.95,-0.89
-1.31,-0.36,-0.96
-0.94,-0.03,-0.85
-0.52,0.38,-1.32
