ax,ay,az
-2.48,-0.22,0.3
-2.11,-0.61,0.74
-1.47,-0.93,1.63
-1.03,-1.15,1.66
-0.29,-1.66,0.85
-0.07,-1.82,0.45
-0.01,-1.75,-0.24
0.02,-1.63,-0.47
0.23,-1.27,-0.61
0.27,-1.1,-0.49
0.22,-0.77,-0.21
0.2,-0.69,-0.17
0.17,-0.66,-0.18
0.14,-0.74,-0.17
0.13,-0.79,-0.12
0.14,-0.9,0.02
0.13,-0.93,0.07
0.1,-0.97,0.11
0.1,-0.99,0.1
0.09,-1.02,0.07
0.09,-1.04,0.05
0.06,-1.06,0.07
0.04,-1.06,0.1
-0.0,-1.05,0.19
-0.02,-1.06,0.24
-0.07,-1.05,0.32
-0.1,-1.04,0.34
-0.13,-1.06,0.3
-0.15,-1.06,0.25
-0.19,-1.04,0.24
-0.2,-1.07,0.23
-0.22,-1.07,0.22
-0.21,-1.08,0.2
-0.21,-1.09,0.18
-0.2,-1.09,0.17
-0.18,-1.04,0.12
-0.19,-1.01,0.11
-0.18,-0.98,0.1
-0.14,-0.97,0.07
-0.12,-0.96,0.09
-0.1,-0.98,0.12
-0.06,-1.02,0.12
-0.02,-1.02,0.1
0.0,-1.01,0.09
0.03,-0.98,0.08
0.05,-0.94,0.05
0.09,-0.85,-0.01
0.1,-0.82,-0.04
0.15,-0.79,-0.06
0.17,-0.78,-0.07
0.23,-0.83,-0.1
0.24,-0.87,-0.11
0.25,-0.92,-0.03
0.29,-0.88,-0.01
0.38,-0.79,-0.01
0.46,-0.81,-0.06
0.53,-0.87,-0.14
0.51,-0.93,-0.14
0.51,-1.03,-0.11
0.52,-1.06,-0.05
0.47,-1.12,0.08
0.44,-1.1,0.15
0.31,-1.03,0.26
0.25,-0.98,0.27
0.1,-0.93,0.31
0.02,-0.93,0.33
-0.06,-0.98,0.34
-0.1,-1.01,0.34
-0.17,-1.07,0.32
-0.19,-1.1,0.3
-0.2,-1.2,0.3
-0.2,-1.26,0.31
-0.14,-1.35,0.31
-0.11,-1.34,0.27
-0.14,-1.31,0.23
-0.15,-1.2,0.17
-0.16,-1.13,0.13
-0.11,-1.02,0.08
-0.12,-0.97,0.1
-0.21,-0.86,0.06
-0.27,-0.81,-0.01
-0.31,-0.67,-0.19
-0.29,-0.6,-0.25
-0.02,-0.65,-0.22
0.25,-0.73,-0.15
1.59,-1.06,0.02
2.7,-1.36,0.04
3.6,-2.55,0.16
3.24,-2.57,-0.19
3.56,-1.9,-1.2
3.01,-1.23,-1.37
1.03,-0.1,-0.91
-0.12,-0.09,-0.36
-2.14,-0.52,0.45
-2.63,-0.7,0.54
-2.6,-0.62,0.85
-2.29,-0.58,1.12
-1.76,-0.47,1.32
-1.57,-0.45,1.41
-1.08,-0.43,1.14
