ax,ay,az
0.29,-0.78,0.48
0.29,-0.78,0.48
0.3,-0.78,0.5
0.31,-0.77,0.5
0.31,-0.77,0.51
0.31,-0.76,0.52
0.3,-0.75,0.52
0.29,-0.75,0.52
0.29,-0.75,0.51
0.29,-0.77,0.51
0.28,-0.78,0.52
0.28,-0.79,0.52
0.29,-0.8,0.52
0.28,-0.81,0.53
0.28,-0.8,0.52
0.26,-0.8,0.52
0.26,-0.8,0.53
0.26,-0.8,0.52
0.25,-0.8,0.52
0.26,-0.82,0.51
0.26,-0.82,0.51
0.25,-0.82,0.5
0.25,-0.82,0.49
0.24,-0.82,0.47
0.24,-0.82,0.45
0.23,-0.82,0.42
0.24,-0.82,0.41
0.23,-0.82,0.4
0.23,-0.81,0.4
0.24,-0.79,0.4
0.24,-0.79,0.41
0.24,-0.79,0.41
0.24,-0.8,0.41
0.23,-0.8,0.42
0.23,-0.79,0.42
0.22,-0.79,0.43
0.22,-0.8,0.43
0.22,-0.81,0.43
0.22,-0.81,0.44
0.23,-0.84,0.46
0.25,-0.82,0.47
0.25,-0.83,0.48
0.25,-0.84,0.49
0.25,-0.83,0.49
0.24,-0.82,0.48
0.23,-0.83,0.48
0.23,-0.82,0.48
0.23,-0.82,0.49
0.23,-0.82,0.51
0.23,-0.82,0.51
0.23,-0.82,0.51
0.23,-0.82,0.51
0.22,-0.82,0.49
0.23,-0.82,0.49
0.22,-0.82,0.48
0.22,-0.82,0.48
0.22,-0.83,0.48
0.21,-0.84,0.48
0.23,-0.88,0.5
0.22,-0.9,0.54
0.17,-0.94,0.84
0.08,-0.9,1.21
-0.19,-0.56,2.39
-0.06,-0.25,3.09
0.64,0.06,4.0
0.79,0.02,4.0
1.04,-0.47,3.18
1.26,-0.61,2.55
1.71,-0.55,1.2
1.78,-0.4,0.32
1.71,0.08,-1.67
1.7,0.09,-2.73
1.43,-0.11,-3.99
2.23,-1.44,-4.0
2.64,-1.4,-4.0
1.58,-1.09,-3.98
0.93,-0.8,-2.93
0.72,-0.03,-1.44
0.8,0.15,-0.93
1.0,0.11,0.33
1.23,-0.01,0.76
1.55,-0.28,1.32
1.51,-0.49,1.66
1.26,-0.93,2.16
0.99,-1.03,2.23
0.5,-0.92,2.26
0.27,-0.78,2.27
-0.13,-0.49,2.16
-0.26,-0.44,2.05
-0.28,-0.52,1.74
-0.23,-0.6,1.57
-0.06,-0.77,1.2
0.04,-0.83,0.97
0.17,-0.9,0.56
0.22,-0.89,0.39
0.31,-0.88,0.12
0.33,-0.88,0.05
0.34,-0.92,-0.06
0.33,-0.92,-0.1
0.3,-0.9,-0.07
