ax,ay,az
0.23,-0.01,-1.0
0.27,0.0,-1.03
0.28,0.01,-1.04
0.3,0.04,-1.05
0.31,0.04,-1.05
0.33,0.0,-1.05
0.34,-0.0,-1.05
0.31,-0.04,-1.04
0.31,-0.04,-1.05
0.31,-0.05,-1.1
0.3,-0.05,-1.12
0.28,-0.04,-1.17
0.27,-0.03,-1.16
0.26,-0.09,-1.21
0.25,-0.04,-1.18
0.22,-0.04,-1.04
0.19,-0.19,-1.12
0.2,-0.19,-1.2
0.23,-0.2,-1.28
0.25,-0.2,-1.28
0.25,-0.17,-1.22
0.23,-0.13,-1.22
0.25,-0.11,-1.29
0.26,-0.11,-1.32
0.27,-0.12,-1.31
0.25,-0.12,-1.27
0.23,-0.07,-1.28
0.23,-0.07,-1.28
0.24,-0.05,-1.29
0.27,-0.06,-1.32
0.27,-0.06,-1.28
0.25,-0.07,-1.24
0.22,-0.09,-1.17
0.2,-0.11,-1.15
0.13,-0.11,-1.07
0.12,-0.11,-1.03
0.09,-0.12,-0.95
0.1,-0.17,-0.94
0.12,-0.23,-0.83
0.11,-0.22,-0.78
0.08,-0.18,-0.73
0.08,-0.15,-0.73
0.13,-0.09,-0.84
0.15,-0.05,-0.87
0.16,-0.06,-0.85
0.14,-0.06,-0.81
0.12,-0.08,-0.72
0.07,-0.11,-0.68
0.06,-0.11,-0.63
0.03,-0.11,-0.57
0.01,-0.1,-0.56
0.01,-0.1,-0.54
-0.0,-0.1,-0.53
-0.04,-0.08,-0.51
-0.04,-0.09,-0.49
-0.05,-0.1,-0.46
-0.05,-0.1,-0.43
-0.05,-0.1,-0.37
-0.03,-0.09,-0.34
0.01,-0.09,-0.26
0.04,-0.09,-0.21
0.09,-0.08,-0.1
0.12,-0.08,-0.04
0.11,-0.02,0.22
0.06,-0.02,0.37
-0.16,-0.08,0.62
-0.23,-0.17,0.68
-0.26,-0.2,0.54
-0.16,-0.14,0.27
0.15,-0.09,-0.44
0.38,0.0,-0.98
0.82,0.21,-2.02
1.02,0.17,-2.43
1.23,0.3,-3.34
1.22,0.37,-3.57
0.82,0.34,-3.26
0.64,0.29,-2.94
0.45,0.18,-2.16
0.14,0.14,-1.79
0.04,0.1,-1.48
-0.04,0.06,-1.06
-0.05,0.07,-0.95
-0.0,0.06,-0.83
0.04,0.04,-0.84
0.16,0.03,-0.9
0.2,0.03,-0.96
0.27,0.06,-1.02
0.28,0.07,-1.04
0.29,0.09,-1.08
0.29,0.1,-1.09
0.24,0.13,-1.05
0.24,0.13,-1.03
0.22,0.12,-1.01
0.23,0.11,-1.01
0.22,0.09,-0.97
0.22,0.08,-0.95
0.22,0.07,-0.91
0.21,0.07,-0.89
0.2,0.07,-0.88
0.2,0.08,-0.88
