ax,ay,az
0.29,-0.73,0.14
0.29,-0.71,0.06
0.28,-0.68,-0.05
0.38,-0.72,-0.06
0.55,-0.77,0.12
0.5,-0.81,0.24
0.43,-0.77,0.34
0.4,-0.76,0.42
0.4,-0.81,0.63
0.41,-0.84,0.71
0.41,-0.84,0.77
0.38,-0.85,0.78
0.36,-0.81,0.75
0.3,-0.78,0.71
0.29,-0.76,0.6
0.27,-0.76,0.58
0.28,-0.74,0.55
0.29,-0.73,0.5
0.29,-0.73,0.47
0.27,-0.7,0.43
0.29,-0.72,0.44
0.29,-0.7,0.47
0.29,-0.7,0.48
0.28,-0.71,0.51
0.3,-0.71,0.52
0.31,-0.73,0.53
0.31,-0.75,0.53
0.32,-0.75,0.53
0.32,-0.75,0.53
0.33,-0.77,0.55
0.33,-0.76,0.56
0.33,-0.75,0.56
0.33,-0.75,0.56
0.31,-0.73,0.55
0.32,-0.73,0.54
0.32,-0.73,0.52
0.33,-0.74,0.52
0.33,-0.75,0.5
0.33,-0.74,0.5
0.34,-0.76,0.49
0.33,-0.76,0.49
0.34,-0.76,0.52
0.33,-0.76,0.55
0.34,-0.78,0.63
0.34,-0.79,0.67
0.34,-0.81,0.86
0.35,-0.86,1.0
0.34,-0.88,1.25
0.34,-0.87,2.0
0.36,-0.82,2.44
0.52,-0.74,2.79
0.59,-0.82,2.75
0.66,-0.8,2.21
0.65,-0.66,1.81
0.63,-0.31,0.91
0.61,-0.18,0.48
0.73,-0.04,-0.5
0.78,-0.13,-0.97
1.02,-0.53,-1.74
1.13,-0.73,-2.06
1.28,-0.97,-2.45
1.11,-0.93,-2.66
1.08,-0.81,-2.49
0.91,-0.72,-2.19
0.53,-0.28,-1.48
0.33,-0.03,-1.09
0.18,0.22,-0.36
0.12,0.15,0.03
0.05,-0.23,0.94
0.17,-0.42,1.47
0.8,-1.06,2.52
0.94,-1.32,2.91
0.77,-1.41,3.0
0.5,-1.32,2.72
-0.09,-1.05,1.91
-0.24,-0.94,1.51
-0.3,-0.87,1.07
-0.01,-0.89,0.97
0.15,-0.93,0.85
0.3,-0.92,0.53
0.3,-0.88,0.38
0.28,-0.76,0.2
0.31,-0.74,0.13
0.41,-0.8,0.03
0.42,-0.83,0.03
0.36,-0.83,0.08
0.36,-0.8,0.12
0.37,-0.79,0.23
0.28,-0.84,0.28
0.37,-0.87,0.42
0.36,-0.87,0.47
0.26,-0.82,0.53
0.28,-0.83,0.56
0.24,-0.81,0.61
0.24,-0.8,0.59
0.25,-0.81,0.57
0.26,-0.82,0.53
0.26,-0.82,0.49
0.26,-0.82,0.49
0.28,-0.82,0.47
