ax,ay,az
0.52,-0.8,0.36
0.51,-0.79,0.35
0.5,-0.77,0.33
0.49,-0.76,0.33
0.51,-0.74,0.33
0.5,-0.74,0.31
0.51,-0.77,0.32
0.52,-0.77,0.34
0.56,-0.77,0.37
0.54,-0.77,0.38
0.53,-0.76,0.37
0.52,-0.76,0.36
0.5,-0.75,0.36
0.5,-0.74,0.35
0.49,-0.73,0.35
0.51,-0.74,0.37
0.52,-0.77,0.4
0.55,-0.77,0.43
0.54,-0.76,0.4
0.49,-0.75,0.37
0.48,-0.74,0.35
0.49,-0.76,0.32
0.48,-0.76,0.33
0.49,-0.75,0.33
0.5,-0.76,0.32
0.51,-0.77,0.35
0.51,-0.77,0.35
0.5,-0.76,0.35
0.5,-0.76,0.36
0.51,-0.77,0.36
0.5,-0.78,0.34
0.51,-0.84,0.35
0.52,-0.85,0.39
0.51,-0.99,0.6
0.5,-1.1,0.82
0.52,-1.32,1.92
0.67,-1.34,2.82
1.39,-1.21,4.0
1.52,-1.17,4.0
1.44,-0.82,3.55
1.35,-0.4,2.58
1.24,0.14,0.58
1.09,0.76,-0.23
1.22,0.7,-0.76
1.55,0.21,-1.43
1.61,0.08,-1.63
1.61,-0.12,-1.91
1.5,-0.15,-2.12
1.16,-0.13,-2.7
0.9,-0.15,-3.07
0.33,-0.24,-3.74
0.37,-0.26,-3.67
0.5,-0.47,-2.95
0.59,-0.34,-2.41
0.53,0.08,-1.37
0.5,0.32,-0.92
0.51,0.5,-0.12
0.83,0.31,0.26
1.57,-0.59,0.78
1.38,-0.78,1.44
1.46,-0.82,2.63
1.41,-0.79,3.15
1.11,-0.72,3.73
0.98,-0.79,3.62
0.62,-0.89,2.96
0.57,-0.99,2.46
0.24,-0.89,1.55
0.17,-0.75,1.21
0.26,-0.63,0.61
0.28,-0.66,0.37
0.33,-0.7,0.0
0.46,-0.72,-0.09
0.56,-0.71,-0.12
0.51,-0.71,-0.16
0.45,-0.71,-0.18
0.4,-0.73,-0.09
0.44,-0.74,0.01
0.5,-0.82,0.28
0.5,-0.81,0.42
0.55,-0.83,0.57
0.53,-0.81,0.63
0.41,-0.77,0.59
0.41,-0.76,0.57
0.43,-0.78,0.51
0.44,-0.78,0.49
0.45,-0.78,0.46
0.47,-0.77,0.46
0.48,-0.76,0.46
0.47,-0.76,0.45
0.44,-0.74,0.41
0.43,-0.74,0.4
0.46,-0.76,0.37
0.45,-0.77,0.37
0.46,-0.75,0.38
0.45,-0.75,0.4
0.45,-0.75,0.42
0.43,-0.75,0.42
0.43,-0.75,0.41
0.43,-0.75,0.4
0.46,-0.77,0.39
