ax,ay,az
0.09,-1.08,0.18
0.1,-1.1,0.15
0.09,-1.09,0.14
0.09,-1.05,0.14
0.08,-1.04,0.15
0.09,-1.02,0.16
0.09,-1.02,0.16
0.08,-1.01,0.13
0.08,-1.0,0.13
0.09,-1.0,0.14
0.1,-1.05,0.15
0.11,-1.07,0.15
0.13,-1.12,0.17
0.13,-1.14,0.19
0.12,-1.11,0.19
0.12,-1.08,0.18
0.11,-1.04,0.19
0.1,-1.01,0.2
0.11,-0.98,0.21
0.11,-0.96,0.21
0.11,-0.94,0.2
0.11,-0.93,0.2
0.1,-0.91,0.2
0.1,-0.9,0.2
0.1,-0.89,0.21
0.1,-0.89,0.21
0.11,-0.89,0.22
0.11,-0.9,0.22
0.12,-0.9,0.21
0.12,-0.91,0.2
0.13,-0.96,0.19
0.13,-0.98,0.18
0.13,-1.0,0.18
0.13,-1.0,0.18
0.12,-1.0,0.18
0.13,-1.0,0.19
-0.08,-0.91,-0.5
-0.08,-0.93,-0.5
-0.08,-0.93,-0.5
-0.06,-0.91,-0.45
-0.06,-0.91,-0.44
-0.07,-0.91,-0.45
-0.07,-0.92,-0.46
-0.07,-0.91,-0.49
-0.06,-0.91,-0.5
-0.07,-0.9,-0.51
-0.07,-0.91,-0.52
-0.06,-0.91,-0.49
-0.06,-0.91,-0.47
-0.06,-0.9,-0.47
-0.07,-0.9,-0.47
-0.07,-0.9,-0.46
-0.07,-0.89,-0.47
-0.07,-0.88,-0.45
-0.06,-0.89,-0.45
-0.06,-0.91,-0.44
-0.07,-0.92,-0.45
-0.07,-0.92,-0.46
-0.06,-0.92,-0.45
-0.06,-0.91,-0.45
-0.07,-0.89,-0.45
-0.06,-0.89,-0.44
-0.06,-0.88,-0.47
-0.07,-0.85,-0.49
-0.08,-0.76,-0.5
-0.07,-0.75,-0.5
-0.04,-0.8,-0.47
-0.02,-0.86,-0.45
-0.01,-0.98,-0.41
-0.01,-1.02,-0.39
-0.02,-1.03,-0.38
-0.03,-1.0,-0.39
-0.02,-0.91,-0.42
-0.01,-0.88,-0.43
0.0,-0.9,-0.42
0.0,-0.92,-0.42
0.0,-0.96,-0.41
-0.0,-0.96,-0.41
-0.02,-0.98,-0.38
-0.01,-0.99,-0.38
-0.01,-1.0,-0.37
-0.01,-1.0,-0.37
0.02,-1.09,-0.42
0.05,-1.18,-0.49
0.24,-1.71,-0.82
0.47,-2.37,-1.21
1.5,-4.0,-3.18
1.65,-4.0,-4.0
1.54,-4.0,-3.83
2.14,-4.0,-2.38
2.22,-2.99,-1.13
1.84,0.89,1.37
1.36,2.58,2.23
0.94,3.98,1.35
0.56,4.0,0.82
0.1,4.0,0.51
-0.13,3.81,0.12
-0.52,1.69,-0.42
-0.66,0.87,-0.51
-0.85,-0.22,-0.69
