ax,ay,az
-0.17,-0.91,0.2
-0.14,-0.95,0.23
-0.13,-0.95,0.28
-0.13,-0.94,0.28
-0.1,-0.96,0.27
-0.08,-1.01,0.26
-0.06,-1.11,0.22
-0.04,-1.16,0.23
-0.03,-1.21,0.27
-0.04,-1.2,0.33
-0.06,-1.09,0.39
-0.07,-1.0,0.41
-0.07,-0.95,0.44
-0.04,-0.98,0.48
0.04,-1.2,0.62
0.07,-1.33,0.7
0.07,-1.45,0.78
0.07,-1.46,0.81
0.05,-1.4,0.87
0.02,-1.33,0.87
0.0,-1.27,0.86
-0.01,-1.12,0.82
-0.01,-1.06,0.78
-0.01,-1.0,0.7
-0.0,-0.99,0.67
0.0,-0.96,0.58
0.0,-0.93,0.54
-0.02,-0.87,0.46
-0.02,-0.86,0.42
-0.02,-0.88,0.36
-0.01,-0.89,0.34
-0.0,-0.92,0.34
-0.0,-0.94,0.36
-0.02,-0.96,0.37
-0.03,-0.97,0.34
-0.04,-1.0,0.3
-0.04,-1.02,0.3
-0.06,-1.06,0.31
-0.05,-1.07,0.31
-0.06,-1.07,0.31
-0.06,-1.05,0.31
-0.08,-1.01,0.29
-0.09,-0.99,0.28
-0.1,-0.95,0.26
-0.11,-0.92,0.27
-0.12,-0.83,0.28
-0.12,-0.81,0.29
-0.14,-0.76,0.31
-0.13,-0.74,0.32
-0.14,-0.72,0.35
-0.11,-0.7,0.36
-0.11,-0.7,0.38
-0.11,-0.71,0.38
-0.1,-0.74,0.37
-0.1,-0.81,0.38
-0.1,-0.83,0.39
-0.09,-0.88,0.4
-0.08,-0.92,0.43
-0.05,-0.99,0.48
-0.05,-1.01,0.49
-0.05,-1.0,0.47
-0.07,-0.98,0.46
-0.08,-0.93,0.44
-0.08,-0.9,0.43
-0.08,-0.84,0.43
-0.08,-0.83,0.43
-0.08,-0.81,0.44
-0.07,-0.8,0.46
-0.06,-0.81,0.47
-0.07,-0.81,0.47
-0.08,-0.83,0.44
-0.09,-0.83,0.43
-0.09,-0.86,0.44
-0.09,-0.89,0.45
-0.08,-0.94,0.46
-0.08,-0.96,0.45
-0.1,-0.97,0.45
-0.1,-0.98,0.44
-0.11,-1.01,0.42
-0.11,-1.04,0.42
-0.09,-1.23,0.45
-0.03,-1.44,0.48
0.01,-1.74,0.5
0.0,-2.2,0.51
-0.03,-2.19,0.54
-0.14,-1.67,0.57
-0.17,-1.37,0.55
-0.2,-0.83,0.49
-0.2,-0.59,0.44
-0.2,-0.2,0.37
-0.21,-0.04,0.33
-0.24,0.16,0.3
-0.26,0.17,0.29
-0.23,0.1,0.32
-0.23,0.04,0.37
-0.23,-0.05,0.43
-0.23,-0.11,0.44
-0.22,-0.35,0.47
-0.22,-0.49,0.48
-0.22,-0.8,0.5
