ax,ay,az
-0.08,-1.19,-0.26
-0.09,-1.15,-0.22
-0.09,-1.11,-0.2
-0.07,-1.06,-0.14
-0.06,-1.03,-0.11
-0.05,-1.0,-0.06
-0.05,-0.99,-0.06
-0.04,-0.99,-0.07
-0.02,-1.0,-0.03
-0.01,-1.08,0.02
0.01,-1.2,0.01
0.07,-1.99,-0.04
0.12,-2.88,-0.14
0.2,-4.0,-1.51
0.07,-4.0,-2.66
0.05,-4.0,-2.65
0.51,-4.0,-1.57
2.0,-2.16,-0.01
2.42,0.81,0.12
1.99,4.0,-0.29
1.29,4.0,-0.24
0.02,4.0,-0.48
-0.26,4.0,-0.15
-0.28,1.49,-0.66
-0.22,-0.35,-0.52
-0.23,-2.77,-0.27
-0.25,-3.16,-0.24
-0.49,-2.82,-0.16
-0.54,-2.37,-0.17
-0.57,-1.85,-0.17
-0.54,-0.91,-0.11
-0.54,-0.55,0.04
-0.5,-0.2,0.25
-0.45,-0.19,0.35
-0.46,-0.41,0.28
-0.46,-0.58,0.22
-0.48,-0.85,0.09
-0.47,-0.97,0.02
-0.46,-1.11,-0.07
-0.47,-1.08,-0.12
-0.45,-0.94,-0.06
-0.46,-0.84,-0.03
-0.48,-0.71,0.04
-0.47,-0.65,0.07
-0.48,-0.55,0.1
-0.48,-0.51,0.09
-0.5,-0.41,0.09
-0.51,-0.35,0.06
-0.52,-0.25,-0.03
-0.5,-0.25,-0.05
-0.44,-0.33,-0.02
-0.4,-0.35,-0.03
-0.34,-0.38,-0.01
-0.31,-0.43,-0.03
-0.22,-0.53,0.02
-0.18,-0.5,0.11
0.0,-0.38,0.46
0.13,-0.42,0.72
0.29,-0.39,1.17
0.31,-0.25,1.28
0.38,-0.16,1.43
0.39,-0.1,1.44
0.4,-0.01,1.43
0.47,0.11,1.54
0.51,0.1,1.67
0.57,0.01,1.78
0.57,-0.03,1.75
0.56,-0.13,1.58
0.54,-0.17,1.45
0.55,-0.37,1.2
0.54,-0.53,1.13
0.5,-0.78,0.98
0.07,-1.74,0.25
0.22,-2.18,0.35
0.51,-2.96,0.91
0.57,-3.03,1.17
0.32,-2.47,1.11
0.2,-1.99,0.92
0.02,-0.83,0.31
-0.06,-0.21,-0.03
-0.33,1.12,-0.78
-0.51,1.55,-1.12
-0.6,1.74,-1.38
-0.56,1.61,-1.31
-0.39,1.0,-0.91
-0.25,0.51,-0.6
0.05,-0.72,0.19
0.14,-1.18,0.52
0.03,-1.62,0.8
-0.06,-1.7,0.76
-0.17,-1.59,0.55
-0.2,-1.5,0.41
-0.23,-1.34,0.11
-0.22,-1.3,0.02
-0.14,-1.32,-0.02
-0.12,-1.32,-0.03
-0.09,-1.27,0.0
-0.09,-1.22,0.03
-0.09,-1.21,0.05
-0.1,-1.16,0.07
