ax,ay,az
-0.12,-1.88,-1.45
-0.34,-2.69,-1.49
-0.67,-3.11,-1.41
-0.79,-2.83,-1.19
-0.72,-2.46,-0.84
-0.55,-1.52,-0.7
-0.43,-1.01,-0.57
-0.22,-0.43,-0.45
-0.3,-0.49,-0.69
-0.27,-0.21,-0.74
-0.18,-0.14,-0.78
-0.13,-0.06,-0.79
-0.11,-0.12,-0.74
-0.05,-0.32,-0.67
-0.07,-0.46,-0.7
-0.22,-0.72,-0.86
-0.29,-0.78,-0.9
-0.34,-0.84,-0.93
-0.31,-0.83,-0.93
-0.31,-0.71,-0.84
-0.28,-0.68,-0.78
-0.24,-0.7,-0.64
-0.23,-0.72,-0.6
-0.2,-0.73,-0.51
-0.18,-0.71,-0.49
-0.26,-0.82,-0.62
-0.3,-0.78,-0.65
-0.26,-0.62,-0.62
-0.19,-0.59,-0.57
-0.1,-0.6,-0.31
-0.08,-0.7,-0.09
0.03,-0.81,0.22
0.07,-0.93,0.28
0.06,-1.27,0.26
-0.03,-1.4,0.25
-0.1,-1.48,0.4
-0.09,-1.53,0.47
-0.04,-1.5,0.41
-0.05,-1.12,0.17
-0.09,-0.88,0.11
-0.09,-0.75,0.25
-0.08,-0.93,0.41
-0.05,-1.13,0.47
-0.09,-1.08,0.52
-0.07,-0.75,0.56
-0.01,-0.61,0.62
0.04,-0.45,0.73
0.05,-0.26,0.86
0.23,0.17,0.99
0.23,0.29,0.98
0.1,0.28,0.91
0.01,0.22,0.95
0.03,0.1,0.98
0.06,0.04,0.98
0.03,-0.02,0.93
0.01,0.02,0.88
0.05,0.08,0.88
0.06,0.11,0.86
0.06,0.1,0.85
0.05,0.05,0.86
0.04,-0.01,0.89
0.05,-0.02,0.91
0.09,0.03,0.98
0.11,0.07,1.0
0.12,0.09,1.0
0.11,0.05,1.0
0.09,-0.02,1.0
0.08,-0.03,0.99
0.07,-0.01,0.96
0.07,0.03,0.95
0.07,0.06,0.96
0.11,0.04,1.02
0.13,0.06,1.02
0.12,0.07,1.0
0.11,0.04,0.98
0.06,0.0,0.92
0.06,0.0,0.93
0.09,0.01,0.93
0.09,0.0,0.95
0.13,0.0,0.98
0.13,0.01,0.97
0.1,0.02,0.95
0.11,0.0,0.93
0.11,-0.14,0.96
0.14,-0.21,0.98
0.17,-0.55,0.98
0.19,-0.92,0.98
0.2,-2.24,1.22
0.15,-3.13,1.57
0.44,-4.0,2.59
0.89,-4.0,2.85
1.84,-2.16,2.32
1.94,-0.37,1.36
1.31,2.62,-0.21
1.08,3.42,0.03
0.68,4.0,1.11
0.22,4.0,1.17
0.07,4.0,1.07
0.26,3.83,0.86
0.18,2.56,0.61
