ax,ay,az
-0.04,-1.07,0.43
0.0,-1.12,0.57
-0.08,-1.03,0.59
-0.1,-0.99,0.57
-0.14,-0.9,0.55
-0.13,-0.89,0.49
-0.16,-0.87,0.33
-0.17,-0.86,0.25
-0.16,-0.92,0.05
-0.16,-0.96,-0.05
-0.19,-1.0,-0.15
-0.17,-1.04,-0.14
-0.1,-1.12,-0.05
-0.08,-1.17,0.01
0.0,-1.24,0.11
0.01,-1.26,0.17
0.03,-1.28,0.23
0.03,-1.28,0.22
0.0,-1.23,0.25
0.01,-1.18,0.26
0.0,-1.18,0.22
-0.05,-1.12,0.16
-0.07,-1.06,0.14
-0.11,-1.02,0.09
-0.14,-1.04,0.07
-0.15,-1.04,0.04
-0.16,-1.02,0.04
-0.2,-0.95,-0.01
-0.21,-0.94,-0.04
-0.25,-0.92,-0.1
-0.27,-0.91,-0.11
-0.3,-0.9,-0.12
-0.31,-0.93,-0.15
-0.38,-0.97,-0.22
-0.38,-0.93,-0.23
-0.39,-0.89,-0.29
-0.4,-0.89,-0.3
-0.41,-0.89,-0.29
-0.41,-0.9,-0.3
-0.41,-0.92,-0.29
-0.41,-0.89,-0.27
-0.38,-0.83,-0.24
-0.39,-0.8,-0.24
-0.39,-0.71,-0.24
-0.39,-0.67,-0.24
-0.38,-0.64,-0.23
-0.36,-0.62,-0.23
-0.36,-0.56,-0.23
-0.37,-0.58,-0.22
-0.36,-0.61,-0.18
-0.31,-0.67,-0.13
-0.31,-0.69,-0.11
-0.31,-0.71,-0.09
-0.31,-0.72,-0.1
-0.32,-0.74,-0.13
-0.31,-0.79,-0.14
-0.3,-0.89,-0.13
-0.3,-0.92,-0.12
-0.32,-0.94,-0.16
-0.33,-0.94,-0.19
-0.35,-0.94,-0.23
-0.35,-0.96,-0.24
-0.32,-1.0,-0.2
-0.31,-1.06,-0.18
-0.3,-1.16,-0.15
-0.3,-1.19,-0.14
-0.29,-1.27,-0.15
-0.29,-1.32,-0.16
-0.28,-1.37,-0.16
-0.29,-1.4,-0.17
-0.3,-1.41,-0.14
-0.3,-1.4,-0.14
-0.32,-1.4,-0.15
-0.34,-1.38,-0.16
-0.37,-1.25,-0.17
-0.38,-1.21,-0.18
-0.4,-1.09,-0.18
-0.4,-1.07,-0.17
-0.4,-0.99,-0.16
-0.42,-0.94,-0.16
-0.43,-0.91,-0.16
-0.47,-0.79,-0.16
-0.48,-0.74,-0.17
-0.5,-0.67,-0.16
-0.5,-0.6,-0.15
-0.52,-0.49,-0.17
-0.53,-0.43,-0.19
-0.57,-0.34,-0.25
-0.6,-0.3,-0.29
-0.62,-0.22,-0.34
-0.6,-0.17,-0.34
-0.57,-0.1,-0.28
-0.46,-0.01,-0.22
-0.01,0.85,-0.13
0.11,2.15,-0.16
0.46,4.0,0.02
-0.25,4.0,-0.47
1.07,4.0,-0.01
3.3,4.0,0.65
3.85,1.04,1.42
