ax,ay,az
-0.04,-1.13,0.95
-0.07,-1.22,0.73
-0.07,-1.22,0.6
-0.06,-1.2,0.46
-0.03,-1.01,0.44
-0.02,-0.9,0.45
-0.05,-0.73,0.51
-0.07,-0.68,0.53
-0.12,-0.61,0.59
-0.14,-0.61,0.61
-0.16,-0.63,0.68
-0.17,-0.64,0.7
-0.18,-0.7,0.77
-0.18,-0.74,0.81
-0.2,-0.82,0.85
-0.21,-0.85,0.85
-0.23,-0.89,0.87
-0.23,-0.9,0.9
-0.24,-0.9,0.95
-0.25,-0.87,0.96
-0.24,-0.81,0.95
-0.26,-0.78,0.94
-0.28,-0.74,0.89
-0.29,-0.74,0.87
-0.31,-0.75,0.84
-0.32,-0.75,0.84
-0.37,-0.75,0.8
-0.38,-0.75,0.79
-0.43,-0.75,0.78
-0.45,-0.76,0.78
-0.47,-0.77,0.76
-0.48,-0.78,0.77
-0.48,-0.79,0.79
-0.49,-0.78,0.78
-0.49,-0.79,0.77
-0.49,-0.81,0.77
-0.49,-0.8,0.77
-0.49,-0.79,0.74
-0.5,-0.77,0.72
-0.49,-0.71,0.65
-0.5,-0.66,0.62
-0.49,-0.57,0.62
-0.48,-0.51,0.62
-0.47,-0.43,0.62
-0.45,-0.39,0.63
-0.42,-0.34,0.71
-0.41,-0.31,0.73
-0.39,-0.28,0.78
-0.38,-0.28,0.8
-0.33,-0.31,0.81
-0.29,-0.35,0.82
-0.24,-0.41,0.88
-0.22,-0.43,0.9
-0.19,-0.5,0.93
-0.17,-0.54,0.89
-0.18,-0.55,0.77
-0.19,-0.54,0.74
-0.19,-0.56,0.7
-0.21,-0.58,0.66
-0.21,-0.65,0.5
-0.22,-0.66,0.42
-0.29,-0.64,0.33
-0.32,-0.62,0.33
-0.34,-0.6,0.36
-0.41,-0.59,0.36
-0.44,-0.58,0.32
-0.49,-0.54,0.32
-0.51,-0.52,0.3
-0.56,-0.49,0.28
-0.57,-0.49,0.28
-0.61,-0.46,0.26
-0.64,-0.44,0.28
-0.66,-0.44,0.34
-0.65,-0.44,0.37
-0.64,-0.45,0.37
-0.64,-0.45,0.35
-0.65,-0.42,0.29
-0.64,-0.4,0.26
-0.6,-0.4,0.22
-0.59,-0.43,0.23
-0.6,-0.45,0.21
-0.63,-0.44,0.2
-0.65,-0.41,0.19
-0.64,-0.39,0.17
-0.66,-0.36,0.09
-0.66,-0.36,0.04
-0.68,-0.31,-0.03
-0.69,-0.29,-0.04
-0.7,-0.2,-0.08
-0.69,-0.14,-0.08
-0.64,-0.0,-0.12
-0.59,0.11,-0.2
-0.3,0.55,-0.41
-0.06,0.89,-0.57
0.34,2.1,-0.66
0.48,3.16,-0.48
0.51,4.0,0.68
0.0,4.0,1.17
0.91,4.0,0.64
3.53,3.31,-0.21
