ax,ay,az
2.52,-4.0,2.16
1.35,-4.0,3.24
0.33,-4.0,3.25
-0.04,-4.0,2.5
-0.41,-3.05,0.14
-0.39,-1.82,-0.71
-0.19,-0.16,-1.44
-0.0,0.37,-1.41
0.17,0.74,-1.28
0.15,0.89,-1.05
0.3,0.92,-0.64
0.27,0.68,-0.55
0.15,-0.23,-0.25
0.19,-0.74,-0.04
0.31,-1.39,0.39
0.29,-1.49,0.51
0.04,-1.44,0.51
-0.04,-1.37,0.48
-0.09,-1.22,0.34
-0.08,-1.17,0.27
-0.02,-1.11,0.1
-0.03,-1.03,0.0
-0.01,-0.87,-0.12
-0.0,-0.83,-0.13
0.02,-0.82,-0.08
0.04,-0.82,-0.02
0.09,-0.83,0.05
0.08,-0.85,0.07
0.09,-0.9,0.08
0.12,-0.97,0.07
0.11,-0.97,0.06
0.08,-1.0,0.03
0.08,-1.04,0.02
0.06,-1.1,0.02
0.08,-1.13,0.03
0.11,-1.16,0.05
0.11,-1.18,0.05
0.12,-1.25,0.04
0.14,-1.29,0.03
0.17,-1.38,0.03
0.2,-1.43,0.03
0.28,-1.52,0.06
0.32,-1.55,0.09
0.35,-1.54,0.23
0.38,-1.5,0.3
0.44,-1.45,0.41
0.48,-1.43,0.42
0.5,-1.4,0.33
0.49,-1.36,0.22
0.4,-1.27,-0.02
0.35,-1.21,-0.12
0.29,-1.1,-0.23
0.28,-1.08,-0.25
0.26,-1.11,-0.29
0.25,-1.12,-0.3
0.23,-1.12,-0.31
0.21,-1.11,-0.3
0.17,-1.08,-0.27
0.17,-1.04,-0.24
0.16,-1.0,-0.22
0.15,-0.93,-0.17
0.14,-0.89,-0.16
0.12,-0.84,-0.12
0.12,-0.83,-0.1
0.13,-0.84,-0.09
0.14,-0.86,-0.06
0.11,-0.81,-0.04
0.11,-0.78,-0.02
0.09,-0.71,0.0
0.07,-0.69,0.01
0.08,-0.66,0.05
0.09,-0.66,0.06
0.1,-0.69,0.05
0.08,-0.7,0.07
0.08,-0.63,0.12
0.08,-0.57,0.16
0.08,-0.46,0.21
0.07,-0.42,0.23
0.01,-0.35,0.22
0.0,-0.33,0.23
0.14,-0.23,0.17
0.31,0.06,0.19
1.1,2.27,-0.18
1.44,4.0,-0.7
-1.22,4.0,-0.9
-0.34,4.0,-0.07
2.07,3.88,0.32
1.98,1.82,-0.29
2.37,-3.82,0.31
2.8,-4.0,1.5
2.69,-4.0,3.38
0.49,-4.0,3.32
-0.19,-4.0,2.8
-0.76,-3.73,0.84
-1.03,-2.4,-0.31
-0.52,-0.74,-1.52
-0.37,-0.07,-1.76
0.06,0.33,-1.67
0.14,0.11,-1.53
-0.06,-0.03,-1.03
