ax,ay,az
0.13,-0.44,0.88
0.13,-0.43,0.84
0.1,-0.43,0.8
0.09,-0.44,0.8
0.09,-0.45,0.8
0.08,-0.45,0.79
0.06,-0.48,0.79
0.06,-0.47,0.8
0.07,-0.5,0.83
0.08,-0.51,0.85
0.09,-0.5,0.85
0.1,-0.48,0.85
0.1,-0.4,0.81
0.09,-0.35,0.81
0.03,-0.18,0.73
-0.27,-0.09,0.65
-0.56,-0.06,0.48
-1.54,-0.47,-0.06
-1.87,-0.77,-0.18
-1.14,-1.27,0.19
-0.6,-1.27,0.52
0.41,-1.06,1.27
1.27,-0.96,1.55
2.03,-1.01,1.63
1.64,-0.94,1.79
1.36,-0.22,2.19
1.9,0.03,2.2
1.87,0.32,1.25
1.64,0.3,0.63
1.09,0.04,-0.19
0.74,-0.21,-0.25
-0.01,-0.61,-0.02
-0.34,-0.75,0.16
-0.77,-0.85,0.26
-0.93,-0.8,0.23
-0.94,-0.71,0.29
-0.88,-0.68,0.39
-0.64,-0.65,0.55
-0.45,-0.64,0.67
-0.01,-0.66,0.92
0.21,-0.71,1.0
0.44,-0.77,1.03
0.43,-0.8,1.04
0.54,-0.74,1.06
0.63,-0.64,1.01
0.62,-0.52,0.9
0.55,-0.48,0.85
0.5,-0.46,0.81
0.34,-0.43,0.74
0.26,-0.43,0.71
0.16,-0.5,0.74
0.12,-0.53,0.74
0.05,-0.6,0.77
0.06,-0.62,0.77
0.04,-0.64,0.78
0.04,-0.66,0.78
0.07,-0.65,0.8
0.11,-0.65,0.82
0.15,-0.62,0.84
0.16,-0.61,0.85
0.2,-0.58,0.84
0.21,-0.59,0.84
0.23,-0.58,0.82
0.23,-0.58,0.8
0.21,-0.58,0.77
0.2,-0.56,0.75
0.18,-0.55,0.74
0.18,-0.54,0.74
0.17,-0.54,0.73
0.17,-0.55,0.72
0.11,-0.59,0.7
0.14,-0.59,0.72
0.14,-0.59,0.75
0.13,-0.61,0.77
0.12,-0.6,0.79
0.1,-0.58,0.79
-0.0,-0.52,0.77
-0.18,-0.45,0.71
-0.39,-0.41,0.5
-1.17,-0.5,0.35
-1.47,-0.49,0.16
-1.15,-0.75,0.09
-0.91,-0.84,0.22
0.12,-0.9,0.62
0.77,-0.88,0.69
2.21,-1.05,0.91
2.38,-1.28,1.16
1.78,-1.25,1.86
1.87,-0.84,2.12
2.15,-0.25,1.54
1.74,-0.08,0.95
1.23,-0.08,0.11
0.85,-0.14,-0.13
0.14,-0.24,-0.21
-0.2,-0.19,-0.19
-0.47,-0.26,0.09
-0.65,-0.22,0.22
-0.75,-0.37,0.53
-0.67,-0.48,0.69
-0.48,-0.71,0.9
