ax,ay,az
-1.63,-1.17,0.59
-0.47,-1.03,0.28
0.3,-0.88,0.13
1.22,-0.61,-0.02
1.15,-0.46,-0.04
0.49,-0.63,0.17
0.56,-0.7,0.22
0.78,-0.82,0.35
0.51,-0.83,0.45
0.02,-0.86,0.68
-0.09,-0.87,0.73
-0.16,-0.91,0.75
-0.2,-0.91,0.74
-0.28,-0.87,0.68
-0.32,-0.84,0.63
-0.36,-0.79,0.55
-0.37,-0.76,0.53
-0.36,-0.69,0.51
-0.35,-0.64,0.5
-0.34,-0.55,0.51
-0.34,-0.52,0.51
-0.36,-0.45,0.5
-0.37,-0.44,0.5
-0.35,-0.49,0.51
-0.34,-0.51,0.51
-0.31,-0.57,0.52
-0.28,-0.61,0.53
-0.26,-0.67,0.55
-0.22,-0.68,0.56
-0.21,-0.69,0.57
-0.18,-0.73,0.58
-0.18,-0.74,0.57
-0.19,-0.72,0.57
-0.19,-0.72,0.57
-0.21,-0.7,0.56
-0.21,-0.68,0.54
-0.23,-0.66,0.53
-0.22,-0.66,0.53
-0.23,-0.67,0.54
-0.24,-0.66,0.54
-0.25,-0.64,0.55
-0.25,-0.66,0.56
-0.27,-0.69,0.58
-0.28,-0.69,0.59
-0.31,-0.73,0.6
-0.32,-0.76,0.6
-0.35,-0.8,0.57
-0.36,-0.82,0.56
-0.39,-0.86,0.53
-0.4,-0.88,0.51
-0.43,-0.91,0.47
-0.43,-0.92,0.45
-0.46,-0.91,0.4
-0.46,-0.9,0.37
-0.47,-0.88,0.35
-0.46,-0.88,0.35
-0.47,-0.88,0.36
-0.47,-0.88,0.37
-0.47,-0.87,0.4
-0.47,-0.87,0.42
-0.47,-0.87,0.45
-0.48,-0.88,0.49
-0.48,-0.88,0.5
-0.48,-0.92,0.51
-0.47,-0.92,0.52
-0.47,-0.93,0.53
-0.47,-0.92,0.54
-0.46,-0.91,0.55
-0.46,-0.9,0.55
-0.46,-0.88,0.54
-0.46,-0.87,0.53
-0.46,-0.85,0.51
-0.46,-0.84,0.5
-0.47,-0.82,0.47
-0.49,-0.8,0.47
-0.57,-0.77,0.5
-0.7,-0.79,0.57
-1.31,-0.84,0.71
-1.88,-0.85,0.72
-3.23,-0.92,0.96
-3.35,-0.97,1.06
-2.47,-1.13,1.05
-2.11,-1.19,0.92
-1.09,-0.96,0.45
-0.29,-0.76,0.17
1.28,-0.82,-0.15
1.65,-0.96,-0.12
1.01,-1.15,0.11
0.77,-1.05,0.15
1.12,-0.88,0.35
0.92,-0.73,0.42
0.63,-0.56,0.5
0.19,-0.37,0.56
0.11,-0.34,0.54
-0.02,-0.32,0.6
-0.06,-0.33,0.64
-0.13,-0.32,0.75
-0.13,-0.34,0.76
-0.24,-0.35,0.86
-0.27,-0.37,0.87
