ax,ay,az
0.33,-0.13,-1.0
0.35,-0.15,-1.01
0.36,-0.17,-1.01
0.4,-0.16,-1.0
0.41,-0.16,-1.0
0.41,-0.16,-0.98
0.4,-0.16,-0.97
0.38,-0.14,-0.97
0.38,-0.13,-0.96
0.37,-0.11,-0.94
0.37,-0.1,-0.95
0.37,-0.06,-0.92
0.37,-0.05,-0.9
0.36,-0.05,-0.9
0.35,-0.05,-0.9
0.36,-0.05,-0.89
0.36,-0.06,-0.89
0.38,-0.07,-0.9
0.39,-0.09,-0.91
0.41,-0.1,-0.91
0.41,-0.11,-0.91
0.4,-0.1,-0.92
0.4,-0.09,-0.92
0.4,-0.07,-0.92
0.39,-0.07,-0.92
0.39,-0.05,-0.92
0.38,-0.06,-0.91
0.38,-0.06,-0.92
0.37,-0.07,-0.93
0.38,-0.09,-0.92
0.39,-0.1,-0.91
0.39,-0.1,-0.91
0.39,-0.1,-0.93
0.39,-0.09,-0.95
0.39,-0.09,-0.95
0.4,-0.09,-0.95
0.4,-0.08,-0.95
0.39,-0.07,-0.96
0.39,-0.07,-0.95
0.38,-0.07,-0.93
0.38,-0.07,-0.93
0.38,-0.07,-0.94
0.39,-0.07,-0.94
0.39,-0.08,-0.93
0.39,-0.09,-0.92
0.39,-0.09,-0.92
0.4,-0.09,-0.93
0.39,-0.1,-0.93
0.39,-0.11,-0.92
0.39,-0.1,-0.91
0.39,-0.1,-0.9
0.39,-0.1,-0.91
0.38,-0.11,-0.92
0.38,-0.11,-0.93
0.37,-0.11,-0.92
0.37,-0.12,-0.91
0.37,-0.12,-0.91
0.37,-0.12,-0.92
0.35,-0.11,-0.93
0.34,-0.11,-0.95
0.26,-0.11,-0.98
0.19,-0.11,-1.0
-0.16,-0.09,-1.14
-0.42,-0.14,-1.23
-0.69,-0.11,-1.44
-0.89,-0.03,-1.4
-0.67,0.03,-1.27
-0.02,0.19,-0.96
0.37,0.24,-0.89
1.47,0.42,-0.74
1.95,0.3,-0.68
1.95,-0.29,-0.7
1.85,-0.49,-0.86
1.94,-0.32,-0.8
1.88,-0.16,-0.67
1.27,0.15,-0.35
0.84,0.26,-0.32
0.04,0.24,-0.33
-0.2,0.12,-0.39
-0.37,-0.16,-0.69
-0.33,-0.24,-0.87
-0.17,-0.34,-1.14
-0.13,-0.34,-1.25
0.02,-0.26,-1.35
0.08,-0.2,-1.33
0.14,-0.13,-1.18
0.19,-0.11,-1.09
0.3,-0.07,-0.98
0.34,-0.07,-0.93
0.35,-0.08,-0.88
0.36,-0.09,-0.86
0.35,-0.06,-0.84
0.36,-0.04,-0.84
0.34,-0.03,-0.85
0.34,-0.04,-0.86
0.34,-0.05,-0.9
0.32,-0.08,-0.93
0.32,-0.1,-0.95
0.32,-0.15,-0.99
0.33,-0.17,-1.02
