ax,ay,az
-0.87,0.33,-0.03
-1.62,0.54,-0.14
-2.23,0.6,-0.37
-2.08,0.38,-0.45
-1.53,-0.39,-0.62
-1.21,-0.82,-0.71
-0.58,-1.5,-0.88
-0.36,-1.65,-0.84
-0.03,-1.49,-0.66
0.13,-1.33,-0.47
0.41,-1.13,-0.02
0.59,-1.07,0.1
0.93,-1.25,0.09
1.0,-1.36,0.06
1.03,-1.41,0.08
1.03,-1.32,0.08
0.89,-1.07,0.1
0.78,-0.93,0.1
0.7,-0.71,0.14
0.6,-0.64,0.14
0.59,-0.61,0.13
0.59,-0.66,0.05
0.58,-0.71,-0.01
0.54,-0.8,-0.11
0.53,-0.82,-0.14
0.49,-0.8,-0.18
0.48,-0.78,-0.19
0.44,-0.74,-0.21
0.41,-0.72,-0.22
0.4,-0.72,-0.25
0.4,-0.73,-0.25
0.41,-0.75,-0.24
0.41,-0.76,-0.24
0.46,-0.82,-0.22
0.48,-0.85,-0.21
0.5,-0.9,-0.21
0.52,-0.91,-0.2
0.54,-0.94,-0.21
0.55,-0.94,-0.21
0.54,-0.92,-0.22
0.53,-0.89,-0.23
0.5,-0.86,-0.25
0.49,-0.85,-0.26
0.48,-0.84,-0.27
0.48,-0.84,-0.27
0.47,-0.84,-0.27
0.46,-0.83,-0.27
0.46,-0.83,-0.25
0.45,-0.84,-0.25
0.45,-0.84,-0.23
0.43,-0.83,-0.22
0.42,-0.83,-0.22
0.41,-0.83,-0.23
0.4,-0.83,-0.25
0.39,-0.88,-0.28
0.39,-0.91,-0.28
0.41,-0.98,-0.28
0.41,-1.01,-0.27
0.41,-1.05,-0.26
0.4,-1.05,-0.24
0.38,-1.03,-0.23
0.37,-1.02,-0.22
0.37,-1.0,-0.21
0.38,-0.99,-0.19
0.4,-0.98,-0.18
0.4,-0.98,-0.18
0.4,-0.95,-0.17
0.41,-0.93,-0.17
0.42,-0.89,-0.15
0.43,-0.89,-0.14
0.44,-0.88,-0.14
0.45,-0.87,-0.13
0.46,-0.85,-0.12
0.46,-0.83,-0.11
0.45,-0.78,-0.09
0.45,-0.77,-0.09
0.5,-0.73,-0.09
0.59,-0.7,-0.1
0.95,-0.66,-0.14
1.25,-0.71,-0.15
1.65,-1.05,-0.1
2.25,-1.32,-0.01
2.23,-1.59,0.22
1.67,-1.71,0.38
1.16,-1.47,0.49
-0.01,-0.64,0.5
-0.5,-0.31,0.45
-1.04,-0.02,0.18
-1.19,-0.1,-0.07
-1.2,-0.31,-0.56
-1.12,-0.42,-0.79
-0.96,-0.6,-1.15
-0.91,-0.64,-1.23
-0.61,-0.65,-1.12
-0.41,-0.7,-0.95
0.01,-0.76,-0.49
0.21,-0.77,-0.29
0.49,-0.77,-0.04
0.64,-0.85,-0.03
0.67,-1.07,-0.07
