ax,ay,az
0.58,-0.95,0.2
0.58,-0.91,0.18
0.52,-0.81,0.12
0.48,-0.78,0.11
0.43,-0.72,0.1
0.41,-0.72,0.1
0.37,-0.72,0.08
0.36,-0.73,0.07
0.37,-0.78,0.07
0.37,-0.79,0.07
0.37,-0.83,0.07
0.37,-0.85,0.06
0.37,-0.88,0.06
0.38,-0.89,0.06
0.39,-0.9,0.05
0.4,-0.9,0.04
0.4,-0.9,0.02
0.41,-0.92,0.0
0.41,-0.94,-0.0
0.41,-0.96,0.0
0.42,-0.97,0.01
0.4,-0.95,0.03
0.39,-0.94,0.05
0.37,-0.91,0.07
0.36,-0.9,0.08
0.33,-0.88,0.08
0.32,-0.87,0.08
0.32,-0.87,0.06
0.32,-0.88,0.05
0.32,-0.91,0.04
0.32,-0.91,0.03
0.32,-0.93,0.04
0.33,-0.93,0.04
0.34,-0.95,0.06
0.35,-0.96,0.07
0.35,-0.96,0.06
0.36,-0.97,0.06
0.37,-0.98,0.06
0.37,-0.98,0.06
0.37,-0.97,0.07
0.37,-0.96,0.07
0.36,-0.93,0.08
0.35,-0.91,0.08
-0.83,-0.65,-0.24
-0.85,-0.63,-0.24
-0.85,-0.59,-0.24
-0.84,-0.58,-0.23
-0.86,-0.56,-0.21
-0.87,-0.54,-0.24
-0.86,-0.47,-0.32
-0.85,-0.43,-0.34
-0.87,-0.36,-0.29
-0.9,-0.33,-0.25
-0.9,-0.28,-0.16
-0.91,-0.25,-0.12
-0.92,-0.22,-0.07
-0.94,-0.17,-0.06
-0.94,-0.15,-0.04
-0.89,-0.12,0.0
-0.87,-0.11,-0.01
-0.8,-0.08,-0.03
-0.82,-0.09,-0.02
-0.76,-0.11,0.04
-0.76,-0.12,0.07
-0.73,-0.11,0.12
-0.71,-0.09,0.14
-0.68,-0.04,0.13
-0.65,-0.02,0.14
-0.62,0.02,0.17
-0.63,0.04,0.19
-0.66,0.08,0.2
-0.67,0.1,0.2
-0.68,0.06,0.22
-0.7,0.05,0.2
-0.75,0.09,0.19
-0.76,0.11,0.21
-0.81,0.13,0.28
-0.83,0.13,0.3
-0.81,0.12,0.29
-0.82,0.12,0.29
-0.87,0.15,0.32
-0.89,0.14,0.34
-0.9,0.13,0.36
-0.9,0.14,0.36
-0.86,0.15,0.32
-0.83,0.15,0.31
-0.78,0.15,0.26
-0.56,0.16,0.22
-0.31,0.14,0.15
0.66,0.21,-0.05
1.32,0.26,-0.26
2.06,-0.14,-0.71
1.71,-0.46,-0.78
1.02,-0.8,-0.7
0.85,-1.01,-0.51
-0.2,-0.79,-0.27
-0.7,-0.54,-0.11
-1.56,0.01,0.2
-1.85,0.12,0.44
-2.13,-0.26,0.77
