ax,ay,az
0.21,-0.91,-0.29
0.22,-0.91,-0.28
0.32,-0.89,-0.23
0.44,-0.87,-0.2
0.73,-0.76,-0.2
0.86,-0.71,-0.24
1.29,-0.7,-0.29
1.48,-0.88,-0.32
1.43,-1.31,-0.3
1.26,-1.44,-0.25
0.81,-1.22,-0.08
0.47,-0.98,-0.03
-0.51,-0.53,-0.11
-1.03,-0.42,-0.21
-1.53,-0.4,-0.38
-1.45,-0.49,-0.42
-1.14,-0.81,-0.42
-1.01,-0.98,-0.42
-0.69,-1.25,-0.41
-0.52,-1.35,-0.36
-0.2,-1.4,-0.17
-0.09,-1.34,-0.08
0.09,-1.15,0.01
0.16,-1.11,0.0
0.29,-1.13,-0.05
0.39,-1.16,-0.06
0.48,-1.17,-0.11
0.53,-1.2,-0.14
0.54,-1.2,-0.16
0.5,-1.13,-0.16
0.48,-1.07,-0.16
0.43,-0.97,-0.15
0.41,-0.94,-0.15
0.35,-0.91,-0.15
0.33,-0.9,-0.15
0.3,-0.89,-0.17
0.28,-0.89,-0.19
0.26,-0.87,-0.23
0.25,-0.85,-0.25
0.25,-0.87,-0.27
0.25,-0.9,-0.28
0.27,-0.96,-0.3
0.27,-0.98,-0.3
0.26,-0.97,-0.3
0.24,-0.95,-0.3
0.21,-0.91,-0.3
0.2,-0.91,-0.3
0.18,-0.91,-0.29
0.18,-0.92,-0.28
0.19,-0.96,-0.27
0.18,-0.97,-0.27
0.19,-0.97,-0.25
0.19,-0.97,-0.24
0.17,-0.95,-0.23
0.17,-0.95,-0.23
0.16,-0.94,-0.24
0.15,-0.93,-0.25
0.14,-0.91,-0.26
0.13,-0.9,-0.26
0.14,-0.91,-0.26
0.16,-0.93,-0.28
0.17,-0.95,-0.29
0.18,-0.97,-0.29
0.19,-0.98,-0.29
0.18,-0.97,-0.3
0.17,-0.95,-0.31
0.16,-0.89,-0.32
0.15,-0.86,-0.31
0.17,-0.87,-0.32
0.17,-0.89,-0.32
0.18,-0.92,-0.32
0.2,-0.94,-0.31
0.22,-0.96,-0.3
0.21,-0.96,-0.31
0.19,-0.94,-0.32
0.18,-0.93,-0.33
0.17,-0.91,-0.33
0.17,-0.89,-0.31
0.17,-0.86,-0.29
0.19,-0.87,-0.28
0.32,-1.0,-0.26
0.48,-1.06,-0.24
0.97,-1.3,-0.26
1.08,-1.29,-0.25
1.42,-1.34,-0.33
1.44,-1.52,-0.3
1.45,-1.83,-0.11
1.41,-1.8,-0.05
1.14,-1.19,-0.06
0.29,-0.72,-0.1
-0.21,-0.38,-0.17
-1.06,-0.11,-0.39
-1.28,-0.1,-0.47
-1.25,-0.2,-0.48
-1.14,-0.29,-0.45
-1.0,-0.44,-0.36
-0.88,-0.51,-0.35
-0.62,-0.68,-0.37
-0.51,-0.76,-0.37
-0.3,-0.89,-0.24
