ax,ay,az
-0.36,-0.63,0.59
-0.32,-0.6,0.6
-0.3,-0.59,0.6
-0.27,-0.53,0.55
-0.24,-0.51,0.51
-0.22,-0.5,0.44
-0.19,-0.53,0.42
-0.15,-0.65,0.46
-0.14,-0.68,0.48
-0.11,-0.67,0.52
-0.11,-0.66,0.55
-0.11,-0.61,0.61
-0.11,-0.58,0.64
-0.1,-0.52,0.69
-0.1,-0.51,0.73
-0.08,-0.52,0.85
-0.07,-0.55,0.91
-0.08,-0.59,1.0
-0.08,-0.57,1.0
-0.06,-0.53,0.96
-0.03,-0.51,0.94
0.02,-0.47,0.9
0.04,-0.46,0.89
0.08,-0.46,0.88
0.08,-0.48,0.91
0.09,-0.49,0.93
0.11,-0.46,0.93
0.11,-0.46,0.89
0.1,-0.42,0.87
0.11,-0.42,0.85
0.1,-0.43,0.83
0.1,-0.43,0.81
0.08,-0.45,0.79
0.09,-0.47,0.77
0.07,-0.52,0.76
0.06,-0.55,0.76
0.05,-0.59,0.75
0.04,-0.6,0.72
0.0,-0.63,0.68
-0.02,-0.64,0.67
-0.05,-0.66,0.67
-0.07,-0.68,0.66
-0.11,-0.7,0.67
0.16,-0.94,0.02
0.17,-0.92,0.02
0.17,-0.88,0.01
0.18,-0.87,0.02
0.19,-0.86,0.02
0.16,-0.85,0.03
0.15,-0.84,0.04
0.13,-0.84,0.04
0.12,-0.85,0.04
0.11,-0.83,0.03
0.1,-0.82,0.03
0.08,-0.81,0.02
0.07,-0.81,0.03
0.05,-0.84,0.04
0.06,-0.87,0.05
0.07,-0.98,0.1
0.06,-1.02,0.12
0.06,-1.06,0.13
0.06,-1.07,0.13
0.05,-1.07,0.11
0.04,-1.07,0.11
0.03,-1.06,0.11
0.03,-1.05,0.11
0.02,-1.04,0.13
0.03,-1.03,0.14
0.03,-1.03,0.15
0.02,-1.02,0.15
0.03,-1.01,0.16
0.03,-1.01,0.16
0.03,-1.01,0.15
0.01,-1.01,0.15
0.01,-1.01,0.16
0.01,-1.01,0.16
0.01,-1.02,0.15
0.0,-1.02,0.15
0.0,-1.03,0.11
-0.0,-1.03,0.11
-0.01,-1.02,0.09
-0.01,-1.01,0.07
-0.01,-1.0,0.06
0.0,-0.97,0.04
0.01,-0.95,0.03
0.05,-0.92,-0.0
0.13,-0.93,-0.02
0.63,-1.02,-0.08
1.22,-1.09,-0.15
3.29,-1.71,-0.28
3.83,-2.49,-0.19
2.97,-2.86,-0.83
2.03,-2.09,-1.34
0.22,-0.12,-1.33
-1.02,0.69,-0.81
-2.71,1.22,-0.05
-2.88,0.83,0.08
-2.48,-0.22,0.3
-2.11,-0.61,0.74
-1.47,-0.93,1.63
