ax,ay,az
-0.95,-0.39,0.16
-0.96,-0.39,0.15
-0.96,-0.39,0.14
-0.97,-0.36,0.13
-0.98,-0.35,0.13
-0.95,-0.34,0.15
-0.95,-0.35,0.16
-0.95,-0.35,0.16
-0.95,-0.35,0.16
-0.95,-0.36,0.16
-0.95,-0.36,0.16
-0.94,-0.37,0.16
-0.95,-0.37,0.16
-0.95,-0.37,0.15
-0.95,-0.38,0.14
-0.95,-0.38,0.14
-0.94,-0.37,0.13
-0.96,-0.35,0.12
-0.96,-0.34,0.12
-0.95,-0.34,0.14
-0.95,-0.34,0.14
-0.95,-0.34,0.15
-0.94,-0.35,0.16
-0.93,-0.37,0.17
-0.92,-0.39,0.17
-0.92,-0.4,0.16
-0.91,-0.41,0.17
-0.91,-0.4,0.17
-0.91,-0.39,0.15
-0.92,-0.39,0.14
-0.93,-0.37,0.13
-0.94,-0.36,0.13
-0.96,-0.34,0.14
-0.97,-0.34,0.14
-0.69,-0.74,0.14
-0.69,-0.75,0.14
-0.7,-0.75,0.15
-0.7,-0.75,0.15
-0.72,-0.73,0.14
-0.72,-0.73,0.14
-0.72,-0.72,0.14
-0.73,-0.71,0.14
-0.73,-0.71,0.13
-0.74,-0.72,0.13
-0.75,-0.72,0.13
-0.74,-0.73,0.13
-0.73,-0.73,0.13
-0.72,-0.73,0.15
-0.72,-0.74,0.16
-0.72,-0.74,0.15
-0.73,-0.73,0.15
-0.73,-0.73,0.13
-0.74,-0.74,0.13
-0.75,-0.76,0.12
-0.74,-0.77,0.12
-0.72,-0.8,0.13
-0.71,-0.82,0.14
-0.69,-0.85,0.14
-0.69,-0.84,0.14
-0.71,-0.78,0.11
-0.71,-0.75,0.11
-0.71,-0.71,0.1
-0.71,-0.7,0.08
-0.7,-0.7,0.02
-0.67,-0.7,-0.0
-0.43,-0.66,-0.04
-0.12,-0.55,-0.06
0.49,-0.37,0.0
0.86,-0.41,0.17
1.58,-0.64,0.54
1.59,-0.77,0.62
0.71,-0.46,0.81
-0.36,-0.03,0.83
-3.1,0.66,0.81
-2.91,0.67,0.57
-2.66,0.15,-0.31
-2.53,-1.24,-0.64
-2.11,-1.8,-0.91
-1.68,-2.37,-0.88
-1.42,-2.31,-0.52
-0.87,-1.83,0.26
-0.41,-0.68,0.06
0.38,-1.22,0.26
0.7,-1.43,0.34
1.27,-1.62,0.41
1.42,-1.6,0.37
1.33,-1.43,0.37
1.2,-1.31,0.34
0.93,-1.08,0.22
0.83,-0.96,0.2
0.7,-0.76,0.24
0.67,-0.74,0.28
0.6,-0.75,0.33
0.57,-0.77,0.35
0.54,-0.75,0.37
0.53,-0.74,0.38
0.51,-0.77,0.4
0.47,-0.75,0.4
0.44,-0.73,0.38
0.38,-0.74,0.35
