ax,ay,az
-0.43,-0.47,-0.84
-0.44,-0.48,-0.81
-0.45,-0.49,-0.8
-0.46,-0.5,-0.79
-0.46,-0.52,-0.79
-0.46,-0.56,-0.79
-0.46,-0.58,-0.78
-0.47,-0.6,-0.74
-0.49,-0.6,-0.71
-0.51,-0.62,-0.66
-0.51,-0.62,-0.64
-0.53,-0.61,-0.62
-0.54,-0.61,-0.61
-0.54,-0.64,-0.59
-0.54,-0.66,-0.57
-0.53,-0.7,-0.55
-0.53,-0.72,-0.53
-0.53,-0.73,-0.5
-0.53,-0.72,-0.5
-0.55,-0.71,-0.48
-0.56,-0.7,-0.46
-0.57,-0.69,-0.44
-0.57,-0.7,-0.43
-0.57,-0.73,-0.42
-0.57,-0.74,-0.42
-0.57,-0.77,-0.38
-0.58,-0.77,-0.37
-0.58,-0.76,-0.36
-0.61,-0.74,-0.34
-0.61,-0.75,-0.33
-0.62,-0.75,-0.29
-0.61,-0.76,-0.27
-0.58,-0.79,-0.25
-0.58,-0.81,-0.24
-0.61,-0.83,-0.24
-0.61,-0.83,-0.24
-0.63,-0.81,-0.24
-0.65,-0.83,-0.23
-0.64,-0.76,-0.21
-0.63,-0.77,-0.2
-0.65,-0.76,-0.19
-0.64,-0.78,-0.19
-0.62,-0.81,-0.19
-0.62,-0.82,-0.19
-0.63,-0.82,-0.2
-0.63,-0.81,-0.21
-0.65,-0.77,-0.23
-0.65,-0.77,-0.23
-0.67,-0.77,-0.23
-0.69,-0.79,-0.24
-0.69,-0.81,-0.23
-0.69,-0.81,-0.23
-0.69,-0.81,-0.25
-0.7,-0.79,-0.27
-0.71,-0.74,-0.3
-0.7,-0.73,-0.3
-0.68,-0.74,-0.27
-0.65,-0.74,-0.26
-0.63,-0.73,-0.27
-0.65,-0.7,-0.3
-0.67,-0.67,-0.31
-0.67,-0.66,-0.32
-0.68,-0.65,-0.32
-0.68,-0.64,-0.34
-0.69,-0.63,-0.35
-0.7,-0.59,-0.37
-0.7,-0.56,-0.38
-0.68,-0.54,-0.39
-0.68,-0.54,-0.4
-0.67,-0.56,-0.41
-0.69,-0.56,-0.43
-0.69,-0.56,-0.45
-0.68,-0.55,-0.44
-0.68,-0.55,-0.42
-0.69,-0.55,-0.4
-0.66,-0.57,-0.38
-0.66,-0.56,-0.39
-0.66,-0.54,-0.41
-0.66,-0.56,-0.41
-0.66,-0.58,-0.46
-0.67,-0.59,-0.48
-0.66,-0.57,-0.49
-0.66,-0.57,-0.49
-0.66,-0.56,-0.48
-0.65,-0.54,-0.47
-0.65,-0.51,-0.48
-0.65,-0.51,-0.48
-0.65,-0.51,-0.54
-0.66,-0.52,-0.56
-0.66,-0.52,-0.58
-0.66,-0.52,-0.62
-0.66,-0.52,-0.61
-0.64,-0.5,-0.6
-0.63,-0.5,-0.6
-0.62,-0.5,-0.6
-0.62,-0.5,-0.6
-0.64,-0.49,-0.61
-0.63,-0.49,-0.61
-0.64,-0.5,-0.61
-0.64,-0.49,-0.61
