ax,ay,az
0.96,-0.15,0.24
0.96,-0.12,0.25
0.96,-0.11,0.25
0.96,-0.11,0.27
0.97,-0.12,0.28
0.97,-0.13,0.32
0.97,-0.14,0.34
0.98,-0.17,0.35
0.98,-0.18,0.35
0.97,-0.2,0.36
0.96,-0.2,0.38
0.94,-0.21,0.38
0.93,-0.23,0.36
0.92,-0.28,0.33
0.91,-0.29,0.31
0.9,-0.31,0.27
0.88,-0.33,0.26
0.85,-0.33,0.27
0.85,-0.33,0.29
0.84,-0.33,0.34
0.84,-0.33,0.34
0.82,-0.36,0.36
0.82,-0.38,0.34
0.81,-0.38,0.27
0.82,-0.38,0.25
0.82,-0.42,0.26
0.84,-0.45,0.29
0.82,-0.49,0.31
0.79,-0.51,0.31
0.78,-0.54,0.3
0.77,-0.55,0.28
0.76,-0.55,0.27
0.77,-0.55,0.28
0.76,-0.55,0.29
0.76,-0.58,0.32
0.75,-0.58,0.34
0.68,-0.58,0.38
0.62,-0.58,0.4
0.36,-0.63,0.46
0.39,-0.72,0.5
0.66,-0.84,0.46
0.66,-0.86,0.44
0.63,-0.83,0.42
0.64,-0.77,0.41
0.65,-0.66,0.38
0.66,-0.64,0.38
0.68,-0.65,0.36
0.7,-0.65,0.36
0.7,-0.69,0.37
0.68,-0.71,0.39
0.65,-0.74,0.39
0.64,-0.76,0.38
0.64,-0.76,0.34
0.63,-0.76,0.31
0.62,-0.76,0.32
0.62,-0.77,0.34
0.58,-0.77,0.37
0.56,-0.78,0.36
0.54,-0.78,0.36
0.53,-0.78,0.38
0.53,-0.78,0.39
0.52,-0.78,0.39
0.51,-0.79,0.37
0.48,-0.82,0.35
0.48,-0.83,0.33
0.41,-0.83,0.32
0.42,-0.82,0.31
0.4,-0.82,0.32
0.41,-0.83,0.34
0.38,-0.84,0.34
0.38,-0.84,0.33
0.37,-0.86,0.33
0.36,-0.86,0.32
0.36,-0.89,0.31
0.34,-0.89,0.3
0.33,-0.89,0.32
0.33,-0.89,0.32
0.31,-0.88,0.3
0.3,-0.86,0.29
0.26,-0.85,0.32
0.25,-0.84,0.34
0.22,-0.84,0.39
0.2,-0.84,0.41
0.17,-0.86,0.41
0.15,-0.86,0.4
0.12,-0.87,0.4
0.11,-0.88,0.39
0.09,-0.91,0.39
0.07,-0.91,0.4
0.05,-0.89,0.4
0.05,-0.9,0.4
0.03,-0.9,0.4
0.02,-0.9,0.39
-0.01,-0.91,0.37
-0.04,-0.92,0.35
-0.05,-0.92,0.36
-0.06,-0.92,0.42
-0.07,-0.93,0.45
-0.07,-0.94,0.5
-0.06,-0.94,0.49
