ax,ay,az
0.25,-0.64,0.65
0.24,-0.64,0.64
0.2,-0.68,0.63
0.15,-0.7,0.63
0.11,-0.72,0.63
0.11,-0.71,0.65
0.13,-0.69,0.68
0.14,-0.67,0.68
0.17,-0.64,0.66
0.17,-0.66,0.65
0.16,-0.67,0.63
0.15,-0.68,0.64
0.13,-0.69,0.63
0.12,-0.69,0.63
0.1,-0.68,0.61
0.09,-0.67,0.61
0.06,-0.66,0.59
0.05,-0.66,0.59
0.04,-0.67,0.58
0.01,-0.67,0.56
0.0,-0.66,0.56
-0.03,-0.65,0.57
-0.05,-0.64,0.58
-0.08,-0.63,0.62
-0.09,-0.63,0.64
-0.09,-0.65,0.67
-0.09,-0.66,0.67
-0.1,-0.71,0.69
-0.11,-0.71,0.69
-0.12,-0.72,0.68
-0.13,-0.72,0.69
-0.14,-0.74,0.69
-0.13,-0.74,0.7
-0.13,-0.75,0.69
-0.11,-0.76,0.69
-0.13,-0.75,0.69
-0.15,-0.75,0.68
-0.15,-0.73,0.69
-0.15,-0.72,0.68
-0.15,-0.71,0.66
-0.16,-0.71,0.65
-0.17,-0.71,0.66
-0.18,-0.71,0.66
-0.18,-0.71,0.65
-0.18,-0.71,0.64
-0.2,-0.69,0.64
-0.21,-0.69,0.64
-0.22,-0.69,0.62
-0.23,-0.69,0.63
-0.24,-0.69,0.63
-0.25,-0.7,0.64
-0.26,-0.71,0.65
-0.27,-0.72,0.63
-0.27,-0.72,0.61
-0.29,-0.72,0.6
-0.29,-0.72,0.6
-0.29,-0.72,0.61
-0.3,-0.72,0.6
-0.32,-0.72,0.6
-0.32,-0.72,0.6
-0.34,-0.71,0.61
-0.34,-0.7,0.61
-0.35,-0.7,0.6
-0.35,-0.69,0.59
-0.37,-0.67,0.58
-0.38,-0.66,0.58
-0.39,-0.68,0.6
-0.39,-0.69,0.62
-0.41,-0.72,0.65
-0.41,-0.71,0.66
-0.42,-0.7,0.69
-0.42,-0.68,0.69
-0.42,-0.65,0.68
-0.43,-0.65,0.68
-0.42,-0.64,0.68
-0.43,-0.65,0.7
-0.42,-0.63,0.71
-0.42,-0.62,0.71
-0.43,-0.6,0.7
-0.43,-0.58,0.69
-0.44,-0.57,0.67
-0.46,-0.56,0.65
-0.46,-0.54,0.63
-0.46,-0.55,0.61
-0.47,-0.55,0.61
-0.48,-0.54,0.62
-0.49,-0.53,0.63
-0.5,-0.52,0.63
-0.51,-0.52,0.62
-0.52,-0.52,0.6
-0.53,-0.52,0.61
-0.54,-0.52,0.6
-0.54,-0.53,0.6
-0.54,-0.54,0.61
-0.54,-0.54,0.62
-0.55,-0.54,0.62
-0.56,-0.53,0.62
-0.58,-0.52,0.64
-0.59,-0.51,0.63
-0.6,-0.5,0.6
