ax,ay,az
0.38,0.16,0.87
0.37,0.17,0.88
0.36,0.18,0.9
0.36,0.17,0.91
0.36,0.16,0.88
0.35,0.15,0.88
0.34,0.14,0.88
0.34,0.16,0.91
0.33,0.17,0.92
0.33,0.17,0.93
0.33,0.17,0.94
0.34,0.17,0.97
0.34,0.17,0.98
0.34,0.18,0.98
0.34,0.17,0.97
0.33,0.17,0.98
0.33,0.17,0.99
0.34,0.17,1.0
0.33,0.15,1.01
0.34,0.14,1.01
0.34,0.14,1.01
0.32,0.14,1.02
0.32,0.14,1.02
0.3,0.12,1.01
0.3,0.11,1.0
0.27,0.09,0.99
0.26,0.09,0.98
0.23,0.06,0.99
0.2,0.05,0.98
0.17,0.03,0.94
0.14,0.02,0.92
0.09,-0.01,0.88
0.07,-0.02,0.88
0.04,-0.06,0.92
0.03,-0.07,0.93
0.01,-0.12,0.92
-0.03,-0.14,0.9
-0.04,-0.16,0.87
-0.08,-0.2,0.84
-0.11,-0.23,0.86
-0.12,-0.28,0.88
-0.13,-0.29,0.89
-0.14,-0.33,0.92
-0.15,-0.35,0.94
-0.16,-0.38,0.92
-0.17,-0.4,0.9
-0.23,-0.38,0.81
-0.24,-0.38,0.77
-0.26,-0.43,0.77
-0.28,-0.45,0.77
-0.3,-0.47,0.77
-0.31,-0.47,0.78
-0.33,-0.49,0.77
-0.34,-0.51,0.75
-0.36,-0.57,0.74
-0.37,-0.58,0.72
-0.4,-0.6,0.73
-0.41,-0.6,0.73
-0.42,-0.59,0.71
-0.44,-0.59,0.7
-0.46,-0.59,0.67
-0.47,-0.59,0.64
-0.5,-0.6,0.6
-0.5,-0.6,0.59
-0.51,-0.61,0.57
-0.52,-0.62,0.54
-0.53,-0.62,0.5
-0.57,-0.62,0.48
-0.58,-0.61,0.45
-0.6,-0.61,0.43
-0.61,-0.6,0.44
-0.58,-0.59,0.45
-0.6,-0.58,0.42
-0.65,-0.58,0.3
-0.66,-0.6,0.26
-0.71,-0.6,0.19
-0.7,-0.59,0.18
-0.71,-0.53,0.19
-0.73,-0.52,0.21
-0.75,-0.49,0.26
-0.76,-0.47,0.27
-0.76,-0.43,0.24
-0.76,-0.43,0.23
-0.75,-0.44,0.2
-0.75,-0.46,0.18
-0.76,-0.49,0.13
-0.76,-0.51,0.12
-0.76,-0.6,0.08
-0.77,-0.63,0.06
-0.79,-0.65,0.01
-0.8,-0.64,-0.01
-0.82,-0.59,-0.02
-0.82,-0.58,-0.02
-0.85,-0.55,-0.01
-0.84,-0.56,-0.0
-0.86,-0.57,-0.02
-0.88,-0.59,-0.02
-0.89,-0.6,-0.03
-0.89,-0.61,-0.03
-0.89,-0.61,-0.03
