ax,ay,az
0.31,-1.35,0.15
0.38,-1.61,0.25
0.34,-1.88,0.28
0.24,-1.85,0.23
0.1,-1.58,0.09
0.09,-1.42,0.05
0.09,-1.17,-0.03
0.09,-1.06,-0.04
0.11,-0.9,-0.09
0.12,-0.86,-0.11
0.12,-0.78,-0.14
0.11,-0.75,-0.15
0.14,-0.78,-0.14
0.17,-0.82,-0.14
0.16,-0.84,-0.11
0.14,-0.83,-0.11
0.11,-0.85,-0.11
0.12,-0.91,-0.11
0.15,-1.03,-0.07
0.16,-1.06,-0.06
0.16,-1.07,-0.04
0.15,-1.05,-0.04
0.14,-1.04,-0.05
0.13,-1.04,-0.06
0.14,-1.02,-0.05
0.17,-1.0,-0.05
0.16,-0.97,-0.05
0.12,-0.89,-0.08
0.1,-0.85,-0.09
0.11,-0.76,-0.08
0.11,-0.72,-0.09
0.09,-0.63,-0.09
0.09,-0.61,-0.09
0.11,-0.58,-0.08
0.14,-0.63,-0.07
0.21,-0.77,-0.03
0.24,-0.86,-0.01
0.3,-0.98,0.02
0.32,-1.02,0.03
0.35,-1.09,0.05
0.35,-1.12,0.06
0.37,-1.14,0.08
0.36,-1.13,0.07
0.34,-1.13,0.02
0.34,-1.15,0.0
0.34,-1.18,0.0
0.34,-1.19,-0.0
0.32,-1.16,-0.01
0.32,-1.12,-0.02
0.3,-1.01,-0.04
0.29,-0.99,-0.05
0.29,-0.93,-0.05
0.28,-0.91,-0.05
0.27,-0.9,-0.04
0.28,-0.9,-0.04
0.27,-0.89,-0.04
0.27,-0.86,-0.05
0.29,-0.85,-0.06
0.3,-0.85,-0.06
0.32,-0.86,-0.04
0.35,-0.92,-0.01
0.36,-0.97,-0.0
0.4,-1.04,-0.0
0.41,-1.05,0.0
0.4,-1.03,0.0
0.39,-1.0,0.01
0.4,-1.0,0.02
0.4,-1.02,0.03
0.41,-1.04,0.01
0.41,-1.04,0.0
0.41,-1.02,-0.03
0.41,-1.01,-0.05
0.42,-1.0,-0.06
0.42,-1.0,-0.06
0.42,-1.02,-0.06
0.42,-1.02,-0.06
0.42,-1.0,-0.07
0.42,-1.0,-0.08
0.48,-1.1,-0.1
0.55,-1.27,-0.09
1.01,-2.28,-0.1
1.25,-3.0,-0.06
1.43,-3.99,0.49
1.41,-4.0,0.79
1.2,-3.63,0.84
0.92,-1.37,0.42
0.57,-0.08,-0.0
-0.4,1.19,-0.54
-0.46,1.38,-0.53
-0.02,1.36,-0.35
-0.01,1.28,-0.34
-0.1,0.99,-0.42
-0.09,0.77,-0.45
-0.0,0.14,-0.43
0.05,-0.18,-0.37
0.18,-0.75,-0.17
0.26,-0.99,-0.03
0.37,-1.37,0.18
0.37,-1.51,0.23
0.29,-1.54,0.24
