ax,ay,az
-0.13,-0.8,0.58
-0.13,-0.81,0.57
-0.12,-0.83,0.55
-0.12,-0.82,0.54
-0.11,-0.78,0.6
-0.1,-0.77,0.63
-0.11,-0.78,0.64
-0.11,-0.78,0.65
-0.11,-0.82,0.65
-0.12,-0.83,0.64
-0.13,-0.78,0.63
-0.14,-0.73,0.65
-0.13,-0.67,0.66
-0.15,-0.68,0.67
-0.12,-0.75,0.68
-0.11,-0.8,0.66
-0.11,-0.87,0.61
-0.09,-0.89,0.58
-0.09,-0.89,0.49
-0.1,-0.88,0.47
-0.08,-0.85,0.45
-0.09,-0.84,0.45
-0.07,-0.9,0.47
-0.06,-0.94,0.49
-0.06,-0.94,0.48
-0.07,-0.9,0.46
-0.08,-0.82,0.46
-0.09,-0.79,0.46
-0.09,-0.77,0.47
-0.1,-0.77,0.51
-0.08,-0.8,0.53
-0.08,-0.86,0.56
-0.07,-0.87,0.56
-0.08,-0.88,0.55
-0.09,-0.87,0.54
-0.08,-0.86,0.53
-0.09,-0.84,0.52
-0.08,-0.82,0.52
-0.08,-0.83,0.52
-0.08,-0.84,0.52
-0.07,-0.86,0.52
-0.07,-0.89,0.51
-0.07,-0.88,0.5
-0.07,-0.82,0.48
-0.07,-0.8,0.49
-0.07,-0.79,0.49
-0.07,-0.79,0.49
-0.06,-0.83,0.5
-0.06,-0.86,0.51
-0.04,-0.88,0.52
-0.05,-0.88,0.52
-0.06,-0.84,0.5
-0.07,-0.83,0.49
-0.08,-0.82,0.48
-0.08,-0.83,0.47
-0.07,-0.86,0.49
-0.07,-0.89,0.49
-0.06,-0.94,0.49
-0.07,-0.91,0.48
-0.07,-0.9,0.48
-0.06,-0.88,0.49
-0.07,-0.87,0.49
-0.07,-0.88,0.5
-0.06,-0.91,0.5
-0.06,-0.94,0.48
-0.06,-0.93,0.47
-0.05,-0.91,0.45
-0.06,-0.88,0.44
-0.06,-0.83,0.43
-0.06,-0.82,0.42
-0.06,-0.83,0.42
-0.06,-0.85,0.42
-0.05,-0.88,0.42
-0.04,-0.87,0.43
-0.04,-0.86,0.44
-0.03,-0.86,0.44
-0.05,-0.85,0.44
-0.04,-0.85,0.44
-0.07,-0.91,0.44
-0.08,-1.06,0.46
0.08,-2.29,0.71
0.31,-3.77,1.18
1.07,-4.0,2.65
1.17,-4.0,3.27
0.81,-1.62,1.65
0.67,0.27,-0.13
-0.71,1.84,-1.71
-0.68,2.38,-1.34
-0.45,3.44,-0.34
-0.46,3.58,-0.18
-0.58,3.31,-0.05
0.06,1.32,0.42
0.49,-0.02,0.56
0.79,-1.8,0.89
0.69,-2.23,0.96
0.31,-2.38,0.73
0.1,-2.1,0.52
-0.25,-1.3,-0.03
-0.41,-1.05,-0.16
-0.41,-0.92,-0.14
