ax,ay,az
1.13,-4.0,-0.24
0.91,-4.0,0.48
1.16,-3.74,1.15
1.66,-1.62,0.69
0.98,1.67,-0.03
0.28,2.75,-0.79
-0.25,2.59,-0.98
0.09,2.36,-1.08
0.23,1.79,-1.0
0.32,1.52,-0.91
0.44,1.02,-0.86
0.48,0.78,-0.81
0.41,0.13,-0.52
0.3,-0.24,-0.39
0.1,-0.89,-0.2
0.05,-1.17,-0.21
-0.01,-1.45,-0.25
-0.07,-1.44,-0.26
-0.12,-1.38,-0.34
-0.13,-1.33,-0.37
-0.13,-1.2,-0.4
-0.07,-1.14,-0.41
-0.04,-1.1,-0.4
0.01,-1.02,-0.39
0.02,-0.98,-0.39
-0.02,-0.89,-0.41
-0.03,-0.81,-0.42
-0.04,-0.7,-0.42
-0.06,-0.67,-0.41
-0.07,-0.66,-0.43
-0.05,-0.67,-0.43
-0.0,-0.71,-0.43
0.03,-0.72,-0.45
0.08,-0.7,-0.45
0.08,-0.69,-0.45
0.12,-0.68,-0.46
0.13,-0.7,-0.48
0.14,-0.83,-0.51
0.16,-0.94,-0.53
0.17,-1.08,-0.55
0.17,-1.09,-0.54
0.18,-1.09,-0.48
0.22,-1.08,-0.46
0.28,-1.19,-0.46
0.28,-1.22,-0.46
0.31,-1.23,-0.41
0.3,-1.19,-0.39
0.28,-1.0,-0.42
0.27,-0.95,-0.45
0.31,-0.93,-0.45
0.31,-1.0,-0.43
0.31,-1.05,-0.44
0.34,-1.03,-0.42
0.35,-1.01,-0.43
0.36,-0.97,-0.43
0.37,-0.93,-0.43
0.39,-0.91,-0.44
0.4,-0.89,-0.43
0.45,-1.02,-0.36
0.49,-1.11,-0.34
0.45,-1.21,-0.29
0.44,-1.19,-0.27
0.39,-1.11,-0.2
0.35,-1.08,-0.16
0.3,-0.99,-0.1
0.29,-0.96,-0.07
0.26,-0.92,-0.03
0.25,-0.89,-0.02
0.21,-0.84,-0.05
0.21,-0.82,-0.07
0.18,-0.8,-0.09
0.17,-0.77,-0.1
0.16,-0.79,-0.14
0.16,-0.83,-0.18
0.14,-0.91,-0.26
0.12,-0.93,-0.29
0.11,-1.0,-0.34
0.11,-1.09,-0.37
0.1,-1.5,-0.43
0.05,-1.7,-0.39
0.1,-2.38,-0.3
0.27,-2.81,-0.25
0.47,-4.0,-0.54
0.61,-4.0,-0.89
0.55,-4.0,-0.88
0.6,-3.71,-0.85
0.87,-2.59,-0.71
1.28,-0.06,-0.14
1.31,1.36,0.14
0.99,3.87,0.26
1.0,4.0,-0.03
1.05,3.56,-0.22
0.85,3.1,-0.36
0.49,1.78,-0.65
0.39,1.1,-0.69
0.35,-0.12,-0.72
0.3,-0.67,-0.81
0.06,-1.33,-0.84
-0.0,-1.43,-0.78
-0.03,-1.49,-0.74
