ax,ay,az
-0.15,-0.76,-0.37
-0.12,-0.95,0.15
-0.31,-1.23,0.23
-0.31,-1.31,0.16
-0.44,-1.28,0.07
-0.4,-1.18,0.08
-0.35,-1.04,0.33
-0.33,-0.94,0.27
-0.32,-0.87,0.29
-0.24,-0.83,0.38
-0.08,-0.59,0.56
0.03,-0.36,0.72
0.14,-0.02,1.15
0.15,0.05,1.04
0.09,-0.02,0.8
0.08,-0.05,0.73
0.06,-0.02,0.49
0.06,0.05,0.41
0.07,0.22,0.51
0.09,0.3,0.53
0.15,0.28,0.6
0.17,0.22,0.65
0.18,0.13,0.63
0.17,0.08,0.57
0.16,0.19,0.59
0.14,0.34,0.65
0.11,0.58,0.6
0.11,0.69,0.6
0.17,0.71,0.54
0.26,0.64,0.58
0.47,0.33,0.75
0.57,0.18,0.93
0.65,-0.19,1.14
0.74,-0.41,1.16
0.75,-0.55,1.35
0.62,-0.5,1.27
0.6,-0.44,1.18
0.59,-0.46,1.28
0.59,-0.54,1.35
0.57,-0.59,1.32
0.55,-0.59,1.38
0.48,-0.56,1.31
0.41,-0.53,1.22
0.35,-0.57,1.07
0.33,-0.61,0.99
0.25,-0.72,0.86
0.24,-0.81,0.82
0.2,-0.88,0.7
0.19,-0.89,0.65
0.18,-0.89,0.54
0.18,-0.88,0.53
0.23,-0.72,0.66
0.26,-0.61,0.76
0.35,-0.38,0.97
0.39,-0.3,1.03
0.47,-0.22,1.12
0.5,-0.19,1.16
0.5,-0.12,1.2
0.49,-0.09,1.19
0.47,-0.04,1.14
0.45,-0.04,1.1
0.44,-0.11,1.02
0.44,-0.15,1.0
0.44,-0.21,0.94
0.42,-0.23,0.92
0.41,-0.24,0.89
0.39,-0.26,0.86
0.38,-0.26,0.85
0.37,-0.26,0.82
0.37,-0.27,0.81
0.38,-0.31,0.79
0.38,-0.33,0.78
0.39,-0.36,0.78
0.39,-0.35,0.79
0.39,-0.35,0.79
0.39,-0.34,0.8
0.39,-0.32,0.81
0.39,-0.32,0.81
0.37,-0.27,0.8
0.36,-0.26,0.8
0.37,-0.24,0.84
0.37,-0.24,0.85
0.38,-0.24,0.89
0.38,-0.27,0.92
0.37,-0.36,0.93
0.35,-0.46,0.95
0.28,-0.89,1.05
0.24,-1.25,1.12
0.1,-3.0,1.33
0.06,-4.0,1.53
0.47,-4.0,2.16
0.67,-4.0,1.99
1.08,-3.97,1.29
1.42,-3.07,0.95
1.95,-0.6,0.18
2.14,0.86,-0.01
2.12,2.29,-0.57
1.5,4.0,-0.7
1.18,4.0,-0.31
0.78,4.0,0.69
