ax,ay,az
-0.33,-1.17,-0.49
-0.3,-1.1,-0.34
-0.27,-1.05,-0.27
-0.21,-1.0,-0.22
-0.17,-0.98,-0.22
-0.14,-0.97,-0.24
-0.09,-0.97,-0.23
-0.08,-0.96,-0.21
-0.03,-1.02,-0.18
-0.01,-1.03,-0.17
0.04,-1.02,-0.1
0.06,-1.04,-0.05
0.11,-1.02,-0.04
0.12,-1.02,-0.02
0.14,-1.04,0.04
0.15,-1.06,0.06
0.16,-1.1,0.04
0.17,-1.11,0.02
0.17,-1.14,-0.03
0.17,-1.14,-0.07
0.16,-1.15,-0.12
0.15,-1.14,-0.13
0.13,-1.14,-0.15
0.12,-1.16,-0.16
0.1,-1.19,-0.18
0.09,-1.18,-0.2
0.08,-1.15,-0.25
0.07,-1.15,-0.27
0.07,-1.15,-0.29
0.06,-1.14,-0.28
0.04,-1.13,-0.27
0.03,-1.13,-0.27
0.03,-1.12,-0.28
0.01,-1.12,-0.27
0.01,-1.13,-0.28
-0.01,-1.11,-0.29
-0.0,-1.04,-0.26
-0.03,-1.02,-0.25
-0.03,-1.02,-0.23
-0.05,-0.98,-0.23
-0.05,-0.97,-0.21
-0.05,-0.97,-0.21
-0.05,-0.97,-0.2
-0.06,-0.96,-0.17
-0.06,-0.95,-0.16
-0.07,-0.94,-0.14
-0.08,-0.94,-0.12
-0.09,-0.94,-0.11
-0.1,-0.94,-0.11
-0.1,-0.94,-0.11
-0.1,-0.94,-0.12
-0.11,-0.92,-0.13
-0.12,-0.9,-0.13
-0.13,-0.86,-0.1
-0.13,-0.86,-0.09
-0.12,-0.84,-0.07
-0.11,-0.85,-0.07
-0.11,-0.87,-0.06
-0.11,-0.9,-0.05
-0.11,-0.94,-0.05
-0.11,-0.94,-0.05
-0.11,-0.96,-0.06
-0.11,-0.96,-0.06
-0.11,-0.97,-0.04
-0.11,-0.98,-0.04
-0.11,-0.98,-0.02
-0.11,-0.99,-0.01
-0.11,-1.0,0.01
-0.11,-1.0,0.03
-0.11,-1.01,0.04
-0.11,-1.0,0.05
-0.1,-0.99,0.06
-0.11,-0.99,0.07
-0.1,-1.0,0.08
-0.09,-1.0,0.11
-0.1,-1.0,0.11
-0.1,-0.99,0.11
-0.1,-0.99,0.12
-0.09,-0.99,0.13
-0.09,-1.0,0.13
-0.09,-0.99,0.13
-0.09,-0.98,0.13
-0.09,-0.98,0.13
-0.1,-0.98,0.13
-0.1,-0.96,0.11
-0.1,-0.96,0.1
-0.13,-0.95,0.04
-0.16,-0.94,-0.04
-0.26,-0.89,-0.37
-0.32,-0.83,-0.68
-0.53,-0.84,-1.66
-0.58,-0.92,-2.39
-0.29,-1.29,-3.64
-0.17,-1.5,-3.69
-0.08,-1.63,-2.98
0.15,-1.64,-2.5
0.86,-1.82,-1.29
1.19,-1.91,-0.68
1.71,-2.0,0.51
1.93,-1.85,0.99
