ax,ay,az
0.45,-0.65,-0.57
0.44,-0.65,-0.52
0.43,-0.73,-0.43
0.41,-0.78,-0.4
0.4,-0.86,-0.36
0.39,-0.87,-0.36
0.38,-0.81,-0.37
0.37,-0.79,-0.38
0.37,-0.76,-0.39
0.37,-0.74,-0.41
0.36,-0.72,-0.39
0.36,-0.74,-0.38
0.36,-0.76,-0.36
0.38,-0.82,-0.34
0.38,-0.84,-0.34
0.38,-0.85,-0.34
0.38,-0.84,-0.35
0.38,-0.84,-0.36
0.38,-0.84,-0.36
0.38,-0.83,-0.34
0.39,-0.83,-0.34
0.39,-0.86,-0.35
0.39,-0.88,-0.36
0.38,-0.86,-0.35
0.39,-0.85,-0.35
0.39,-0.83,-0.35
0.39,-0.82,-0.35
0.39,-0.82,-0.34
0.39,-0.83,-0.34
0.4,-0.86,-0.35
0.4,-0.87,-0.35
0.41,-0.87,-0.34
0.41,-0.87,-0.34
0.41,-0.85,-0.34
0.4,-0.84,-0.34
0.4,-0.84,-0.34
0.4,-0.84,-0.34
0.4,-0.88,-0.32
0.41,-0.9,-0.32
0.41,-0.91,-0.32
0.4,-0.9,-0.32
0.4,-0.89,-0.3
0.4,-0.87,-0.29
0.4,-0.86,-0.27
0.4,-0.87,-0.24
0.4,-0.9,-0.22
0.4,-0.93,-0.19
0.4,-0.94,-0.19
0.4,-0.93,-0.18
0.39,-0.92,-0.17
0.39,-0.89,-0.15
0.38,-0.87,-0.14
0.38,-0.87,-0.11
0.38,-0.88,-0.1
0.39,-0.91,-0.08
0.38,-0.92,-0.07
0.38,-0.91,-0.06
0.38,-0.9,-0.06
0.37,-0.91,-0.06
0.38,-0.91,-0.06
0.38,-0.9,-0.04
0.38,-0.9,-0.03
0.38,-0.91,-0.0
0.38,-0.92,0.01
0.37,-0.92,0.03
0.37,-0.91,0.03
0.36,-0.9,0.05
0.36,-0.9,0.06
0.36,-0.9,0.1
0.36,-0.9,0.11
0.36,-0.92,0.14
0.36,-0.93,0.15
0.35,-0.93,0.16
0.36,-0.93,0.17
0.36,-0.93,0.18
0.34,-0.94,0.2
0.35,-0.94,0.22
0.35,-0.94,0.25
0.35,-0.92,0.27
0.35,-0.88,0.31
0.34,-0.87,0.33
0.32,-0.88,0.34
0.3,-0.89,0.34
0.29,-0.86,0.36
0.28,-0.79,0.37
0.17,-0.43,0.27
-0.0,0.0,0.09
-0.03,0.55,-0.39
0.25,0.28,-0.7
0.85,-1.09,-1.19
0.83,-1.75,-1.2
0.72,-2.36,-0.63
0.72,-2.25,-0.3
0.45,-1.3,-0.47
0.26,-0.65,-0.73
0.14,0.25,-0.85
0.26,0.19,-0.71
0.39,-0.53,-0.53
0.42,-0.82,-0.56
0.44,-0.98,-0.76
