ax,ay,az
0.2,-0.3,-0.41
0.16,0.9,-0.26
0.1,1.46,-0.22
-0.13,2.55,-0.66
-0.34,2.74,-0.83
-0.44,2.09,-0.96
-0.26,1.44,-0.88
0.15,0.29,-0.67
0.15,-0.06,-0.61
0.01,0.14,-0.66
-0.04,0.44,-0.66
-0.2,0.92,-0.61
-0.24,0.96,-0.57
-0.23,0.87,-0.49
-0.2,0.8,-0.51
-0.15,0.72,-0.61
-0.1,0.73,-0.65
-0.04,0.61,-0.72
-0.02,0.54,-0.78
0.01,0.51,-0.91
-0.02,0.52,-0.97
-0.02,0.55,-1.02
-0.05,0.59,-1.06
-0.11,0.61,-1.02
-0.1,0.58,-0.95
-0.07,0.48,-0.83
-0.06,0.44,-0.79
-0.05,0.36,-0.81
-0.05,0.34,-0.86
-0.07,0.33,-0.94
-0.07,0.33,-0.96
-0.05,0.33,-0.96
-0.02,0.34,-0.95
-0.04,0.35,-0.94
-0.03,0.39,-0.96
-0.03,0.4,-0.96
-0.03,0.37,-0.99
-0.03,0.34,-1.02
-0.09,0.27,-0.97
-0.08,0.26,-0.96
-0.03,0.26,-0.98
-0.02,0.24,-1.01
0.03,0.14,-1.06
0.05,0.08,-1.08
0.0,-0.05,-1.08
-0.0,-0.09,-1.04
0.04,-0.07,-0.98
0.08,-0.06,-0.98
0.11,-0.09,-1.0
0.13,-0.13,-1.01
0.1,-0.18,-1.07
0.09,-0.21,-1.07
0.04,-0.22,-1.03
0.07,-0.21,-1.01
0.12,-0.23,-1.0
0.14,-0.27,-1.0
0.17,-0.37,-0.98
0.15,-0.41,-0.96
0.14,-0.44,-0.89
0.15,-0.45,-0.88
0.15,-0.46,-0.87
0.18,-0.5,-0.83
0.19,-0.54,-0.79
0.11,-0.57,-0.69
0.11,-0.57,-0.65
0.16,-0.59,-0.58
0.16,-0.59,-0.56
0.21,-0.66,-0.5
0.22,-0.71,-0.49
0.26,-0.81,-0.49
0.26,-0.86,-0.5
0.27,-0.89,-0.54
0.27,-0.88,-0.56
0.28,-0.84,-0.58
0.26,-0.82,-0.58
0.27,-0.85,-0.54
0.26,-0.86,-0.52
0.24,-0.85,-0.52
0.24,-0.85,-0.51
0.24,-0.86,-0.49
0.25,-0.88,-0.48
0.26,-0.91,-0.46
0.27,-0.91,-0.44
0.22,-0.84,-0.45
0.13,-0.66,-0.51
-0.28,0.17,-0.89
-0.51,0.52,-1.05
0.31,-0.09,-1.47
0.88,-1.1,-1.6
0.46,-3.06,-1.37
0.34,-3.14,-0.74
0.8,-0.43,0.49
0.58,1.45,-0.09
-0.34,2.67,-1.21
-1.18,2.7,-1.75
-0.66,1.88,-1.36
0.17,0.16,-0.89
0.17,-0.15,-0.86
0.01,0.05,-1.09
0.01,0.14,-1.17
