ax,ay,az
0.33,0.79,-0.45
0.38,0.38,-0.61
-0.01,-0.79,-1.81
0.14,-1.75,-2.49
0.56,-0.87,-1.52
-0.87,0.73,-1.18
-0.55,-0.09,-3.54
-0.54,-0.87,-3.32
-0.23,-0.98,-1.95
-0.24,-0.48,-1.13
-0.11,-0.07,-0.34
-0.04,-0.03,-0.31
0.06,-0.23,-0.46
-0.13,-0.19,-0.36
-0.14,0.15,-0.89
-0.1,0.22,-1.04
0.02,-0.04,-0.86
0.02,-0.13,-0.79
0.13,-0.28,-0.82
0.21,-0.35,-0.88
0.13,-0.41,-0.77
0.08,-0.4,-0.73
0.07,-0.3,-0.69
0.02,-0.24,-0.7
-0.01,-0.19,-0.81
-0.02,-0.13,-0.88
-0.02,-0.12,-0.95
-0.05,-0.21,-1.04
-0.07,-0.26,-1.09
-0.08,-0.33,-1.13
-0.07,-0.34,-1.11
-0.08,-0.36,-0.98
-0.07,-0.37,-0.9
-0.07,-0.41,-0.83
-0.06,-0.45,-0.82
-0.01,-0.49,-0.81
0.01,-0.53,-0.8
0.05,-0.62,-0.79
0.08,-0.65,-0.76
0.12,-0.72,-0.67
0.13,-0.75,-0.61
0.17,-0.84,-0.54
0.2,-0.88,-0.53
0.23,-0.95,-0.47
0.25,-0.98,-0.47
0.29,-1.04,-0.44
0.32,-1.07,-0.4
0.34,-1.06,-0.34
0.35,-1.02,-0.3
0.35,-0.97,-0.21
0.35,-0.95,-0.19
0.35,-0.96,-0.15
0.35,-0.99,-0.14
0.36,-1.08,-0.12
0.38,-1.12,-0.08
0.4,-1.14,-0.02
0.4,-1.09,0.03
0.4,-1.05,0.06
0.39,-0.99,0.15
0.39,-0.96,0.21
0.39,-0.9,0.3
0.38,-0.87,0.33
0.44,-0.88,0.37
0.44,-0.91,0.41
0.43,-0.89,0.4
0.43,-0.87,0.39
0.43,-0.85,0.42
0.42,-0.84,0.47
0.39,-0.81,0.52
0.38,-0.79,0.52
0.36,-0.76,0.52
0.35,-0.74,0.5
0.32,-0.7,0.48
0.31,-0.69,0.49
0.29,-0.67,0.51
0.28,-0.66,0.53
0.24,-0.62,0.59
0.21,-0.6,0.63
0.15,-0.59,0.62
0.13,-0.61,0.59
0.3,-0.69,0.05
0.47,-1.07,-0.19
0.74,-2.07,-0.47
0.25,-2.24,-0.41
0.26,-2.69,0.27
0.67,-2.34,0.97
0.38,-1.17,1.62
-0.38,2.32,0.55
-0.72,1.65,-1.04
-0.44,-0.61,-1.72
-0.33,-0.72,-2.02
0.29,-0.44,-1.73
0.04,-0.53,-1.09
-0.21,-0.51,-0.37
-0.24,-0.39,-0.36
-0.24,-0.35,-0.56
-0.15,-0.48,-0.73
-0.21,-0.54,-0.92
-0.19,-0.48,-0.89
-0.2,-0.39,-0.76
