ax,ay,az
-1.35,1.2,4.0
-1.47,2.71,2.44
1.13,-1.21,-1.36
1.26,-2.6,-1.72
0.11,-3.03,-2.66
1.34,-2.56,-1.57
0.53,-1.94,0.31
0.27,-1.48,0.89
-0.44,-0.68,1.24
-0.32,-0.52,0.58
-0.08,-0.71,-0.08
-0.05,-0.96,-0.07
-0.01,-1.22,-0.22
0.05,-1.17,-0.36
0.23,-1.01,-0.37
0.21,-0.92,-0.2
0.09,-0.81,0.09
0.03,-0.76,0.14
0.0,-0.88,0.03
0.07,-0.95,-0.06
0.17,-1.14,-0.2
0.16,-1.18,-0.22
0.25,-1.11,-0.17
0.26,-1.03,-0.09
0.24,-0.87,0.11
0.18,-0.83,0.22
0.13,-0.79,0.31
0.16,-0.83,0.28
0.27,-1.02,0.16
0.27,-1.07,0.1
0.29,-1.08,0.01
0.41,-1.07,0.01
0.46,-1.05,0.06
0.39,-1.0,0.1
0.4,-0.99,0.08
0.4,-1.02,0.09
0.4,-1.05,0.11
0.39,-1.07,0.16
0.4,-1.05,0.18
0.42,-1.0,0.21
0.46,-0.98,0.21
0.49,-0.94,0.22
0.47,-0.9,0.22
0.45,-0.86,0.24
0.45,-0.87,0.25
0.43,-0.88,0.29
0.43,-0.88,0.3
0.46,-0.9,0.34
0.46,-0.9,0.37
0.48,-0.87,0.4
0.49,-0.88,0.43
0.49,-0.96,0.5
0.5,-1.0,0.54
0.47,-1.04,0.66
0.47,-1.01,0.68
0.47,-0.96,0.68
0.47,-0.94,0.7
0.47,-0.94,0.75
0.46,-0.94,0.77
0.41,-0.96,0.84
0.4,-0.94,0.86
0.39,-0.87,0.85
0.35,-0.82,0.82
0.33,-0.79,0.8
0.31,-0.76,0.8
0.29,-0.73,0.82
0.23,-0.67,0.83
0.21,-0.62,0.8
0.15,-0.53,0.73
0.15,-0.5,0.69
0.1,-0.42,0.69
0.07,-0.36,0.68
0.03,-0.34,0.73
-0.0,-0.32,0.76
-0.06,-0.35,0.87
-0.11,-0.32,0.84
-0.13,-0.24,0.68
-0.15,-0.26,0.52
-0.13,-0.11,-0.2
-0.11,-0.26,-0.41
0.27,-1.46,-0.5
0.33,-2.22,-0.6
0.31,-3.45,-0.37
0.58,-3.39,-0.3
-0.8,-0.54,1.9
-1.09,1.53,2.63
0.4,-0.11,-0.99
0.23,-1.42,-2.05
-0.19,-1.87,-2.48
0.23,-1.51,-2.26
0.51,-0.73,-1.07
0.28,-0.73,-0.37
-0.05,-0.88,1.0
-0.4,-0.76,1.13
-0.43,-0.61,0.95
-0.27,-0.67,0.33
-0.2,-0.75,0.03
-0.14,-0.84,-0.47
-0.06,-0.8,-0.62
0.05,-0.69,-0.65
