ax,ay,az
0.39,-0.66,-0.63
0.37,-0.69,-0.62
0.38,-0.71,-0.61
0.39,-0.73,-0.61
0.39,-0.74,-0.62
0.39,-0.74,-0.6
0.38,-0.73,-0.6
0.37,-0.72,-0.61
0.36,-0.71,-0.61
0.37,-0.71,-0.61
0.37,-0.72,-0.61
0.38,-0.73,-0.6
0.38,-0.73,-0.6
0.37,-0.72,-0.61
0.37,-0.71,-0.62
0.37,-0.69,-0.62
0.38,-0.69,-0.61
0.39,-0.7,-0.61
0.38,-0.72,-0.62
0.38,-0.72,-0.62
0.38,-0.72,-0.61
0.38,-0.71,-0.61
0.37,-0.71,-0.61
0.38,-0.7,-0.61
0.39,-0.71,-0.59
0.39,-0.72,-0.59
0.39,-0.74,-0.58
0.39,-0.74,-0.58
0.38,-0.73,-0.58
0.38,-0.73,-0.57
0.39,-0.75,-0.57
0.39,-0.76,-0.57
0.41,-0.77,-0.56
0.41,-0.79,-0.55
0.42,-0.83,-0.52
0.43,-0.86,-0.5
0.44,-0.89,-0.48
0.43,-0.89,-0.47
0.42,-0.86,-0.45
0.41,-0.84,-0.43
0.4,-0.81,-0.37
0.4,-0.8,-0.34
0.41,-0.79,-0.28
0.4,-0.79,-0.25
0.39,-0.82,-0.22
0.4,-0.83,-0.2
0.42,-0.88,-0.19
0.42,-0.9,-0.18
0.42,-0.88,-0.17
0.42,-0.89,-0.16
0.41,-0.88,-0.15
0.4,-0.87,-0.12
0.39,-0.87,-0.09
0.4,-0.89,-0.05
0.42,-0.9,-0.03
0.44,-0.92,-0.0
0.44,-0.93,0.02
0.42,-0.91,0.04
0.41,-0.91,0.05
0.4,-0.9,0.08
0.4,-0.89,0.09
0.4,-0.87,0.14
0.4,-0.86,0.16
0.4,-0.87,0.21
0.41,-0.88,0.23
0.41,-0.89,0.26
0.41,-0.89,0.27
0.4,-0.87,0.3
0.39,-0.86,0.31
0.38,-0.82,0.34
0.38,-0.81,0.36
0.38,-0.79,0.41
0.38,-0.79,0.44
0.38,-0.78,0.49
0.38,-0.78,0.5
0.38,-0.77,0.54
0.37,-0.75,0.55
0.36,-0.71,0.58
0.34,-0.68,0.59
0.34,-0.64,0.62
0.34,-0.63,0.64
0.34,-0.63,0.66
0.33,-0.62,0.67
0.32,-0.59,0.65
0.31,-0.55,0.61
0.3,-0.52,0.6
0.19,0.01,0.44
0.01,0.51,0.19
-0.16,0.85,-0.81
0.17,0.19,-1.49
0.73,-1.69,-2.11
0.84,-2.26,-1.87
1.15,-2.88,-0.27
1.26,-2.92,0.7
1.02,-1.85,-0.12
0.58,-1.02,-1.09
-0.11,0.27,-1.82
0.12,0.32,-1.47
0.47,-0.55,-0.58
0.56,-1.01,-0.28
