ax,ay,az
0.2,-0.95,0.29
0.2,-0.95,0.28
0.2,-0.94,0.25
0.19,-0.93,0.26
0.19,-0.92,0.26
0.19,-0.93,0.26
0.19,-0.93,0.25
0.19,-0.94,0.25
0.19,-0.94,0.25
0.19,-0.94,0.26
0.2,-0.93,0.26
0.2,-0.93,0.27
0.19,-0.92,0.27
0.19,-0.92,0.27
0.19,-0.92,0.27
0.19,-0.93,0.26
0.19,-0.93,0.24
0.19,-0.93,0.23
0.19,-0.93,0.23
0.19,-0.92,0.23
0.19,-0.91,0.25
0.19,-0.91,0.26
0.19,-0.91,0.26
0.18,-0.92,0.25
0.19,-0.93,0.24
0.18,-0.94,0.23
0.18,-0.95,0.24
0.18,-0.95,0.24
0.19,-0.95,0.23
0.19,-0.94,0.24
0.18,-0.93,0.25
0.18,-0.95,0.25
0.18,-0.95,0.24
0.18,-0.95,0.23
0.18,-0.95,0.22
0.18,-0.95,0.22
0.18,-0.95,0.21
0.18,-0.95,0.2
0.18,-0.95,0.2
0.18,-0.95,0.2
0.18,-0.96,0.21
0.18,-0.96,0.2
0.18,-0.95,0.2
0.18,-0.95,0.18
0.18,-0.95,0.18
0.17,-0.96,0.17
0.17,-0.96,0.16
0.17,-0.95,0.16
0.17,-0.96,0.16
0.17,-0.96,0.16
0.17,-0.97,0.16
0.18,-0.96,0.14
0.17,-0.97,0.14
0.17,-0.97,0.12
0.17,-0.97,0.12
0.17,-0.96,0.12
0.17,-0.97,0.12
0.17,-0.96,0.1
0.17,-0.97,0.09
0.17,-0.97,0.08
0.16,-0.97,0.08
0.16,-0.97,0.07
0.16,-0.97,0.06
0.16,-0.97,0.06
0.15,-0.97,0.05
0.16,-0.97,0.05
0.15,-0.98,0.04
0.15,-0.98,0.04
0.15,-0.98,0.03
0.15,-0.98,0.02
0.15,-0.98,0.01
0.15,-0.98,0.0
0.15,-0.97,-0.01
0.15,-0.97,-0.02
0.14,-0.96,-0.03
0.14,-0.96,-0.04
0.14,-0.96,-0.05
0.14,-0.96,-0.06
0.15,-0.94,-0.03
0.15,-0.9,0.03
0.24,-0.75,0.29
0.34,-0.78,0.62
0.44,-1.64,1.36
0.26,-2.09,1.33
0.12,-2.34,0.78
-0.09,-1.37,-0.68
0.03,-0.24,-1.38
0.3,-0.11,0.08
0.17,-0.46,0.94
0.04,-0.54,1.13
-0.02,-0.67,0.59
0.16,-1.21,0.45
0.21,-1.38,0.38
0.17,-1.4,0.28
0.15,-1.3,0.23
0.27,-1.04,0.16
0.23,-0.9,0.18
0.27,-0.72,0.27
0.17,-0.69,0.38
0.19,-0.74,0.54
