ax,ay,az
0.88,-1.9,0.87
0.54,-1.18,0.54
0.39,-0.84,0.39
0.18,-0.37,0.15
0.07,-0.2,0.05
0.03,-0.23,0.06
0.13,-0.43,0.15
0.24,-0.93,0.39
0.46,-1.1,0.49
0.54,-1.18,0.55
0.57,-1.11,0.52
0.46,-1.01,0.44
0.33,-0.89,0.25
0.31,-0.83,0.19
0.31,-0.76,0.12
0.31,-0.78,0.12
0.33,-0.86,0.16
0.34,-0.9,0.18
0.4,-0.97,0.21
0.41,-0.98,0.22
0.38,-0.97,0.2
0.37,-0.94,0.19
0.35,-0.85,0.15
0.34,-0.83,0.13
0.31,-0.86,0.08
0.31,-0.9,0.07
0.34,-0.96,0.08
0.34,-0.98,0.08
0.34,-1.0,0.06
0.35,-0.99,0.05
0.37,-0.94,0.02
0.34,-0.93,0.01
0.3,-0.86,-0.04
0.3,-0.86,-0.05
0.32,-0.92,-0.02
0.34,-0.96,0.0
0.37,-1.04,0.03
0.37,-1.05,0.02
0.35,-1.03,-0.01
0.32,-0.98,-0.04
0.3,-0.94,-0.06
0.28,-0.88,-0.09
0.26,-0.85,-0.08
0.27,-0.85,-0.05
0.27,-0.86,-0.04
0.29,-0.93,-0.04
0.3,-0.96,-0.04
0.29,-1.0,-0.07
0.3,-1.0,-0.09
0.28,-0.98,-0.12
0.28,-0.97,-0.12
0.27,-0.95,-0.11
0.28,-0.93,-0.1
0.28,-0.92,-0.1
0.28,-0.93,-0.11
0.28,-0.94,-0.14
0.28,-0.94,-0.15
0.28,-0.97,-0.17
0.28,-0.97,-0.18
0.29,-0.98,-0.17
0.29,-0.97,-0.17
0.29,-0.95,-0.18
0.29,-0.94,-0.18
0.28,-0.91,-0.2
0.28,-0.91,-0.2
0.27,-0.92,-0.2
0.27,-0.93,-0.2
0.28,-0.95,-0.19
0.27,-0.95,-0.19
0.27,-0.92,-0.18
0.26,-0.91,-0.18
0.25,-0.9,-0.17
0.27,-0.94,-0.16
0.27,-1.0,-0.14
0.36,-1.33,-0.04
0.48,-1.72,0.07
0.85,-2.43,0.18
1.01,-2.59,0.01
1.19,-2.21,-0.91
0.89,-1.6,-1.46
-0.34,0.48,-1.51
-1.02,2.13,-0.92
-1.12,3.11,-0.04
-0.66,1.96,-0.04
0.55,-0.39,-0.05
0.8,-1.3,0.11
0.63,-1.94,0.37
0.65,-1.93,0.46
0.69,-1.81,0.54
0.6,-1.72,0.42
0.32,-1.32,0.12
0.23,-1.02,0.01
-0.05,-0.43,-0.15
-0.19,-0.24,-0.15
-0.17,-0.17,0.06
-0.04,-0.31,0.24
0.18,-0.78,0.54
0.25,-0.99,0.62
0.32,-1.2,0.71
0.31,-1.17,0.68
