ax,ay,az
0.38,-1.12,0.32
0.53,-1.48,0.54
1.15,-2.3,1.19
1.43,-2.41,0.8
0.84,-1.61,-0.88
-0.1,-0.54,-1.22
-1.71,2.01,-0.23
-0.84,1.75,0.31
0.28,-0.57,0.57
0.51,-1.34,0.74
0.57,-1.56,0.96
0.54,-1.3,0.96
0.52,-0.9,0.73
0.49,-0.83,0.56
0.33,-0.73,0.14
0.24,-0.61,-0.05
-0.07,-0.32,-0.25
-0.12,-0.22,-0.2
0.01,-0.38,0.23
0.13,-0.56,0.4
0.4,-0.92,0.65
0.51,-1.03,0.77
0.57,-1.09,0.74
0.48,-1.06,0.64
0.27,-0.98,0.45
0.23,-0.9,0.38
0.21,-0.81,0.28
0.2,-0.81,0.28
0.22,-0.82,0.33
0.26,-0.88,0.37
0.27,-0.91,0.41
0.27,-0.91,0.4
0.26,-0.89,0.4
0.26,-0.87,0.36
0.25,-0.88,0.34
0.24,-0.88,0.31
0.23,-0.87,0.3
0.25,-0.9,0.32
0.26,-0.91,0.33
0.27,-0.95,0.35
0.27,-0.96,0.35
0.27,-0.93,0.33
0.26,-0.91,0.3
0.23,-0.87,0.26
0.22,-0.86,0.25
0.23,-0.88,0.27
0.24,-0.9,0.29
0.24,-0.93,0.31
0.24,-0.94,0.31
0.24,-0.92,0.3
0.24,-0.91,0.29
0.23,-0.89,0.26
0.22,-0.89,0.26
0.23,-0.88,0.29
0.23,-0.89,0.3
0.23,-0.89,0.32
0.23,-0.89,0.32
0.23,-0.89,0.31
0.23,-0.89,0.3
0.24,-0.89,0.25
0.24,-0.92,0.27
0.25,-0.94,0.28
0.25,-0.96,0.3
0.25,-0.96,0.31
0.24,-0.94,0.32
0.24,-0.94,0.31
0.22,-0.92,0.28
0.22,-0.91,0.25
0.2,-0.89,0.2
0.19,-0.89,0.19
0.2,-0.9,0.21
0.22,-0.91,0.22
0.22,-0.92,0.21
0.22,-0.91,0.2
0.22,-0.9,0.19
0.23,-0.9,0.18
0.22,-0.9,0.16
0.22,-0.89,0.16
0.21,-0.89,0.19
0.25,-0.91,0.25
0.34,-1.03,0.4
0.43,-1.14,0.52
0.58,-1.4,0.7
0.56,-1.39,0.65
0.49,-1.24,0.47
0.28,-0.95,0.35
-0.37,0.19,0.33
-0.65,0.72,0.33
-0.47,0.45,0.36
0.01,-0.28,0.38
0.35,-1.1,0.62
0.55,-2.11,0.86
0.65,-2.11,1.01
0.8,-1.51,0.73
0.63,-1.23,0.37
0.15,-0.68,-0.25
-0.02,-0.46,-0.45
-0.25,-0.23,-0.58
-0.27,-0.28,-0.47
-0.06,-0.6,-0.03
