ax,ay,az
-0.27,-0.96,-0.12
-0.27,-0.96,-0.12
-0.27,-0.95,-0.12
-0.27,-0.95,-0.12
-0.27,-0.93,-0.12
-0.27,-0.92,-0.12
-0.26,-0.94,-0.15
-0.27,-0.95,-0.15
-0.27,-0.98,-0.15
-0.27,-1.0,-0.15
-0.27,-1.01,-0.13
-0.27,-1.01,-0.13
-0.28,-0.99,-0.14
-0.28,-0.98,-0.15
-0.28,-0.98,-0.17
-0.28,-0.98,-0.19
-0.28,-0.99,-0.21
-0.28,-0.99,-0.23
-0.31,-0.96,-0.24
-0.27,-0.99,-0.22
-0.3,-0.95,-0.21
-0.3,-0.94,-0.23
-0.3,-0.94,-0.28
-0.3,-0.95,-0.31
-0.3,-0.96,-0.33
-0.32,-0.97,-0.37
-0.31,-0.98,-0.38
-0.33,-0.95,-0.4
-0.34,-0.93,-0.41
-0.35,-0.89,-0.44
-0.36,-0.89,-0.46
-0.38,-0.87,-0.48
-0.38,-0.88,-0.46
-0.39,-0.91,-0.41
-0.39,-0.9,-0.39
-0.38,-0.9,-0.36
-0.37,-0.89,-0.35
-0.38,-0.88,-0.37
-0.38,-0.87,-0.38
-0.38,-0.85,-0.39
-0.38,-0.84,-0.39
-0.37,-0.82,-0.38
-0.37,-0.82,-0.38
-0.37,-0.85,-0.36
-0.37,-0.86,-0.35
-0.37,-0.86,-0.34
-0.38,-0.85,-0.34
-0.38,-0.83,-0.34
-0.38,-0.82,-0.35
-0.39,-0.81,-0.35
-0.4,-0.8,-0.36
-0.4,-0.83,-0.37
-0.41,-0.83,-0.38
-0.41,-0.83,-0.38
-0.41,-0.8,-0.37
-0.42,-0.79,-0.37
-0.43,-0.77,-0.39
-0.42,-0.79,-0.4
-0.42,-0.81,-0.42
-0.43,-0.81,-0.43
-0.4,-0.82,-0.44
-0.41,-0.82,-0.43
-0.42,-0.83,-0.39
-0.43,-0.83,-0.36
-0.44,-0.8,-0.34
-0.45,-0.78,-0.33
-0.44,-0.78,-0.35
-0.43,-0.8,-0.36
-0.43,-0.81,-0.38
-0.43,-0.81,-0.38
-0.43,-0.79,-0.38
-0.43,-0.78,-0.37
-0.44,-0.76,-0.28
-0.45,-0.71,-0.18
-0.41,-0.43,0.08
-0.32,-0.33,0.2
-0.08,-0.56,0.41
-0.06,-0.86,0.46
-0.4,-1.53,0.25
-0.4,-1.85,-0.03
-0.08,-1.99,1.01
-0.22,-1.61,1.74
-0.08,-0.53,0.9
-0.18,-0.16,0.59
-0.3,-0.16,0.2
-0.26,-0.59,-0.03
-0.28,-1.08,-0.07
-0.35,-1.22,0.38
-0.29,-1.16,0.4
-0.15,-1.05,0.54
-0.16,-0.92,0.67
-0.2,-0.64,0.77
-0.19,-0.66,0.66
-0.21,-0.84,0.63
-0.22,-0.88,0.6
-0.25,-0.84,0.45
-0.27,-0.8,0.34
-0.29,-0.8,0.23
-0.31,-0.82,0.23
-0.31,-0.91,0.28
